edition_id,title_primary,platform,region
ED-AE438EBECB,Maten Densetsu Senritsu no Ooparts,SFC,NTSC-J
ED-6C0CB7299A,Matsukata Hiroki no Super Trawling,SFC,NTSC-J
ED-204BB003DE,Matsumura Kunihiro Den Saikyou no Rekishi o Nuri Kaero!,SFC,NTSC-J
ED-1950B2F610,Mazinger Z,SFC,NTSC-J
ED-C619BB5029,MechWarrior 3050,SFC,NTSC-J
ED-224C7799FE,Mega Man & Bass,SNES,NTSC-U
ED-1C3A99E360,Mega Man & Bass,SNES,UNKNOWN
ED-0D7D357157,Mega Man 7,SNES,NTSC-U
ED-CEE9725DA3,Mega Man 7,SNES,UNKNOWN
ED-0767034BD5,Mega Man X,SNES,PAL
ED-9FFA5C8F8E,Mega Man X,SNES,UNKNOWN
ED-A53E092762,Mega-Lo-Mania,SNES,PAL
ED-C2D5334739,Mega-Lo-Mania,SNES,UNKNOWN
ED-A3C1359CBE,Mega-Lo-Mania Jikuu Daisenryaku,SFC,NTSC-J
ED-2887EED13E,Megalomania,SFC,NTSC-J
ED-74FDF18607,Melfand Stories,SFC,NTSC-J
ED-0B11F9C7AB,Metal Max 2,SFC,NTSC-J
ED-E42CA28B8B,Metal Max Returns,SFC,NTSC-J
ED-87EA40FCA7,Metal Slader Glory Director's Cut,SFC,NTSC-J
ED-52BBE60566,Michael Andretti's Indy Car Challenge,SFC,NTSC-J
ED-692F9F2AA7,Michael Jordan Chaos in the Windy City,SNES,PAL
ED-0144297234,Michael Jordan Chaos in the Windy City,SNES,UNKNOWN
ED-38BEBFF022,Mickey & Donald Magical Adventure 3,SFC,NTSC-J
ED-EAE29C1A0B,Mickey & Minnie Magical Adventure 2 The Great Circus Mystery,SFC,NTSC-J
ED-F8B71CFDC8,Mickey Mania,SNES,PAL
ED-652E69E06B,Mickey Mania,SNES,UNKNOWN
ED-E9FC09026D,Mickey Mania The Timeless Adventures of Mickey Mouse,SFC,NTSC-J
ED-2367F40EDC,Mickey no Magical Adventure,SFC,NTSC-J
ED-66B3A5A382,Mickey no Tokyo Disneyland Daibouken,SFC,NTSC-J
ED-C53C2EEC9A,Micro Machine,SNES,PAL
ED-A506850724,Micro Machine,SNES,UNKNOWN
ED-978A273708,Micro Machines,SNES,PAL
ED-FCF5D6FAEE,Micro Machines,SNES,UNKNOWN
ED-8C70B4F05B,Micro Machines 2 Turbo Tournament,SNES,PAL
ED-BC6A847F19,Micro Machines 2 Turbo Tournament,SNES,UNKNOWN
ED-1045886996,Midway Presents Arcade's Greatest Hits The Atari Collection 1,SNES,PAL
ED-9658211EFA,Midway Presents Arcade's Greatest Hits The Atari Collection 1,SNES,UNKNOWN
ED-BF5C3DF502,Might and Magic Book II,SFC,NTSC-J
ED-65A017C584,Mighty Morphin Power Rangers,SFC,NTSC-J
ED-360C1208C8,Mighty Morphin Power Rangers,SNES,PAL
ED-148FFCDA43,Mighty Morphin Power Rangers,SNES,UNKNOWN
ED-8906FDA525,Mighty Morphin Power Rangers The Fighting Edition,SNES,PAL
ED-7364795AFC,Mighty Morphin Power Rangers The Fighting Edition,SNES,UNKNOWN
ED-BE512BBBC5,Milandra,SFC,NTSC-J
ED-011BA2C21E,Militia,SFC,NTSC-J
ED-BC0845FEE7,Mini Shiku Shining Scorpion - Ready & Go!!,SFC,NTSC-J
ED-10B866B13C,Mini Shiku Shining Scorpion Ready & Go!!,SFC,NTSC-J
ED-D5CC81457C,Mini Yonku Let's & Go!! Power WGP 2,SFC,NTSC-J
ED-7B3DA9F7E3,Mini Yonku Shining Scorpion Ready & Go!!,SFC,NTSC-J
ED-E50644F4E3,Miracle Casino Paradise,SFC,NTSC-J
ED-FA0EDC40D0,Miracle Girls Tomomi to mi Kage no Fushigi Sekai no Dai Bouken,SFC,NTSC-J
ED-E398BD972E,Miyaji Shachou no Pachinko Fan Shouri Sengen 2,SFC,NTSC-J
ED-BC42C25EDF,Mizuki Shigeru no Youkai Hyakkiyakou,SFC,NTSC-J
ED-8A92BC6529,Mohawk & Headphone Jack,SNES,PAL
ED-5835DC89B7,Mohawk & Headphone Jack,SNES,UNKNOWN
ED-2B40CCEBD6,Momotarou Dentetsu Happy,SFC,NTSC-J
ED-B95CCE0D3D,Monopoly,SFC,NTSC-J
ED-2756C42032,Monopoly Game 2,SFC,NTSC-J
ED-F7F0033B35,Monstania,SFC,NTSC-J
ED-FB55AF2469,Monster Maker III Hikari no Majutsushi,SFC,NTSC-J
ED-62C6D22BC7,Monster Maker III Hikari no Majyutsushi,SFC,NTSC-J
ED-FCFA13F17F,Monster Maker Kids Ousama ni Naritai,SFC,NTSC-J
ED-0CB1311020,Mortal Kombat,SNES,PAL
ED-D5AB0A2BA7,Mortal Kombat,SNES,UNKNOWN
ED-CA4D73418C,Mortal Kombat 2 Kyuukyoku Shinken,SFC,NTSC-J
ED-300DA18369,Mortal Kombat 3,SNES,PAL
ED-7F4AB696F3,Mortal Kombat 3,SNES,UNKNOWN
ED-71085CBBF3,Mortal Kombat II,SNES,PAL
ED-CF61B6F660,Mortal Kombat II,SNES,UNKNOWN
ED-C4F35D2341,Mortal Kombat Shinken Kourin Densetsu,SFC,NTSC-J
ED-BDECB5038B,Mother 2 Giigu no Gyakushuu,SFC,NTSC-J
ED-51D83B3793,Mother 2 Gyiyg no Gyakushuu,SFC,NTSC-J
ED-B7C55A8273,Motteke Oh! Dorobou,SFC,NTSC-J
ED-CF06107B98,Mouryou Senki Madara 2,SFC,NTSC-J
ED-299B355702,Mr. Do!,SFC,NTSC-J
ED-26AA1E4313,Mr. Do!,SNES,PAL
ED-F8A39CDC23,Mr. Do!,SNES,UNKNOWN
ED-7FB33D184E,Mr. Nutz,SFC,NTSC-J
ED-3315640DF8,Ms. Pac-Man,SNES,PAL
ED-FCEFEC084C,Ms. Pac-Man,SNES,UNKNOWN
ED-92D3F1A7AD,Mujintou Monogatari,SFC,NTSC-J
ED-57441C1003,Multi-Play Volleyball,SFC,NTSC-J
ED-2D8C8B5D7B,Muscle Bomber The Body Explosion,SFC,NTSC-J
ED-DDD7E51D11,Mutant Fighters Death Brade,SFC,NTSC-J
ED-DA6A41EB47,Mystery Circle,SFC,NTSC-J
ED-C89B04F4DD,Mystic Ark,SFC,NTSC-J
ED-78151A1043,Mystic Quest Legend,SNES,PAL
ED-9A6ABF8FC5,Mystic Quest Legend,SNES,UNKNOWN
ED-838FDAC165,Märchen Adventure Cotton 100%,SFC,NTSC-J
ED-E6038536BB,NBA All-Star Challenge,SFC,NTSC-J
ED-D58D2E7F70,NBA All-Star Challenge,SNES,PAL
ED-625248F693,NBA All-Star Challenge,SNES,UNKNOWN
ED-37D7B4349D,NBA Jam,SFC,NTSC-J
ED-EB3BAB3F29,NBA Jam,SNES,PAL
ED-88D288C7FA,NBA Jam,SNES,UNKNOWN
ED-FD5A282AE7,NBA Jam T.E.,SNES,PAL
ED-73EFD38AC5,NBA Jam T.E.,SNES,UNKNOWN
ED-4BD2ADB213,NBA Jam T.E. Tournament Edition,SFC,NTSC-J
ED-EF9CC7DD90,NBA Jam Tournament Edition,SFC,NTSC-J
ED-93094E880D,NBA Jikkyou Basket Winning Dunk,SFC,NTSC-J
ED-E59BDCCE2A,NBA Live 95,SFC,NTSC-J
ED-E251D96080,NBA Live 96,SNES,PAL
ED-D3433A07D3,NBA Live 96,SNES,UNKNOWN
ED-702DD3B659,NBA Live 97,SNES,PAL
ED-47F2ABBC92,NBA Live 97,SNES,UNKNOWN
ED-CF6201D402,NBA Pro Basketball '94 Bulls vs Suns,SFC,NTSC-J
ED-2424439935,NBA Pro Basketball Bulls vs Blazers,SFC,NTSC-J
ED-08E6267673,NFL Football,SFC,NTSC-J
ED-F08A0F7B6E,NFL Pro Football '94 John Madden,SFC,NTSC-J
ED-173EF59EB9,NFL Pro Football John Madden '94,SFC,NTSC-J
ED-07B0B8C46F,NFL Quarterback Club '95,SFC,NTSC-J
ED-F98A359BE1,NFL Quarterback Club '96,SFC,NTSC-J
ED-6845BDCB42,NHL 95,SNES,PAL
ED-D9B9F4C976,NHL 95,SNES,UNKNOWN
ED-34F69269D4,NHL 96,SNES,PAL
ED-B6FBC83BAC,NHL 96,SNES,UNKNOWN
ED-20FFD2087F,NHL 97,SNES,PAL
ED-FACB14BE3E,NHL 97,SNES,UNKNOWN
ED-DB228EA01C,NHL Hockey '94,SNES,PAL
ED-3CCE172B9A,NHL Hockey '94,SNES,UNKNOWN
ED-0A454D3C37,NHL Pro Hockey '94,SFC,NTSC-J
ED-48E34876BD,NHLPA Hockey '93,SNES,PAL
ED-5B8FC38252,NHLPA Hockey '93,SNES,UNKNOWN
ED-0D13C5443E,"NTT Data Super Famicom Keypad NDK10, Controller",SFC,NTSC-J
ED-2C073FF6F5,NTT Data Super Famicom Modem NDM24,SFC,NTSC-J
ED-65F5DDC788,Nage Libre Seijaku no Suishin,SFC,NTSC-J
ED-8A4BAD4144,Nakajima Satoru Kanshuu F-1 Hero 94,SFC,NTSC-J
ED-D6B1A1D6A2,Nakajima Satoru Super F-1 Hero,SFC,NTSC-J
ED-E1E9CE1FAB,Nakano Kouichi Kanshuu Keirin Ou,SFC,NTSC-J
ED-F7734AB8FD,Namco Open,SFC,NTSC-J
ED-24298026B4,Namcot Open,SFC,NTSC-J
ED-AE7277648D,Nangoku Shounen Papuwa-kun,SFC,NTSC-J
ED-C4AC544DD3,Naruhodo! The World,SFC,NTSC-J
ED-D1C7DEF176,Natsuki Crisis Battle,SFC,NTSC-J
ED-6C8F7A080D,Naxat Super Pinball Jaki Hakai,SFC,NTSC-J
ED-4D9F0379DE,Nekketsu Tairiku Burning Heroes,SFC,NTSC-J
ED-D52BB675E4,Neugier Umi to Kaze no Kodou,SFC,NTSC-J
ED-9FCBED3F86,New 3D Golf Simulation Devil's Course,SFC,NTSC-J
ED-87EBD50418,New 3D Golf Simulation Harukanaru Augusta,SFC,NTSC-J
ED-6115195E0E,New 3D Golf Simulation Pebble Beach no Hatou,SFC,NTSC-J
ED-0C2DE5F28F,New 3D Golf Simulation Waialae no Kiseki,SFC,NTSC-J
ED-A3B1EC64B7,Newman Haas IndyCar featuring Nigel Mansell,SNES,PAL
ED-358696FC2B,Newman Haas IndyCar featuring Nigel Mansell,SNES,UNKNOWN
ED-A9C497DBE4,Newman/Haas IndyCar featuring Nigel Mansell,SNES,PAL
ED-8F074623BB,Newman/Haas IndyCar featuring Nigel Mansell,SNES,UNKNOWN
ED-6FBA520DF0,NewmanHaas IndyCar featuring Nigel Mansell,SNES,PAL
ED-25C8DAA854,NewmanHaas IndyCar featuring Nigel Mansell,SNES,UNKNOWN
ED-D12B7DB56D,Nice de Shot World Course Selections,SFC,NTSC-J
ED-E1706EB6B2,Nichibutsu Arcade Classics,SFC,NTSC-J
ED-A2164D81EB,Nichibutsu Arcade Classics 2 Heiankyo Alien,SFC,NTSC-J
ED-13EA1B254B,Nichibutsu Collection 1,SFC,NTSC-J
ED-9112D316D2,Nichibutsu Collection 2,SFC,NTSC-J
ED-396FE790FB,Nigel Mansell IndyCar,SFC,NTSC-J
ED-887686F032,Nigel Mansell's F-1 Challenge,SFC,NTSC-J
ED-0AB1E714ED,Nigel Mansell's World Championship,SNES,PAL
ED-A15F94F978,Nigel Mansell's World Championship,SNES,UNKNOWN
ED-D7CB6D2BA0,Nigel Mansell's World Championship Racing,SNES,PAL
ED-CD88D98AE4,Nigel Mansell's World Championship Racing,SNES,UNKNOWN
ED-42D6B8CD74,Ninja Combat,NEO-AES,UNKNOWN
ED-0683B30CEA,Ninja JaJaMaru Super Ninja Kid Limited Edition,SNES,NTSC-U
ED-0A4108EAD6,Ninja JaJaMaru Super Ninja Kid Limited Edition,SNES,PAL
ED-A7D21E6C6B,Ninja JaJaMaru Super Ninja Kid Limited Edition,SNES,UNKNOWN
ED-16173ED98D,Ninja Ryukenden Tomoe,SFC,NTSC-J
ED-44E280FB80,Nintama Rantarou,SFC,NTSC-J
ED-AA10FBB736,Nintama Rantarou 2,SFC,NTSC-J
ED-EE94210DD9,Nintama Rantarou 3,SFC,NTSC-J
ED-94FF90F159,Nintama Rantarou Puzzle Ninjutsu Gakuen Puzzle no Maki,SFC,NTSC-J
ED-A542AB727D,Nintama Rantarou Special,SFC,NTSC-J
ED-D25F22995F,"Nintendo 64 / Super NES Stereo A/V Cable with Euro Connector Plug, Composite Video RCA",N64,PAL
ED-18CACCE28E,"Nintendo 64 / Super NES Stereo A/V Cable with Euro Connector Plug, Composite Video RCA",N64,UNKNOWN
ED-73E2719166,"Nintendo AC Adapter HVC-002, PSU, ACアダプタ",FAMICOM,NTSC-J
ED-065C15377B,Nintendo Campus Challenge 1992,SNES,UNKNOWN
ED-505E1237BA,"Nintendo RF Switch HVC-003, RFスイッチ",FAMICOM,NTSC-J
ED-6E7F533CA4,"Nintendo Satellaview, サテラビュー",SFC,NTSC-J
ED-A75071DCA3,Nintendo Super Famicom,SFC,NTSC-J
ED-EFDBF4F13C,"Nintendo Super Famicom Box, Hotel Coin-op Unit",SFC,UNKNOWN
ED-5D0923CB4A,Nishijin Pachinko 3,SFC,NTSC-J
ED-82E3F70363,Nishijin Pachinko Monogatari,SFC,NTSC-J
ED-1E191D637E,Nishijin Pachinko Monogatari 2,SFC,NTSC-J
ED-C18727A777,Nishijin Pachinko Monogatari 3,SFC,NTSC-J
ED-C6C3F6796F,Nitropunks Mightheads,SFC,NTSC-J
ED-9DC9C62F7B,Nobuhiro Takeda no Super Cup Soccer,SFC,NTSC-J
ED-15C4DAA0D9,Nobunaga Kou Ki,SFC,NTSC-J
ED-8932FC1D00,Nobunaga no Yabou Haouden,SFC,NTSC-J
ED-1F84B8CAAE,Nobunaga no Yabou Tenshouki,SFC,NTSC-J
ED-6ABA106CF7,Nomark Baku Haitou Shijou Saikyou no Jakushi Tatsu,SFC,NTSC-J
ED-8F06B36929,Nontan to Issho Kuru Kuru Puzzle,SFC,NTSC-J
ED-DC226C85C6,Nosferatu,SFC,NTSC-J
ED-BCF1EB26D6,Numbers Paradise,SFC,NTSC-J
ED-09458A07C7,Oda Nobunaga Haou no Gundan,SFC,NTSC-J
ED-44701C07CE,Odekake Lester - Lelele no Le (^^,SFC,NTSC-J
ED-BD212FECF6,Ohmono Black Bass Fishing Jinzouko Hen,SFC,NTSC-J
ED-0A9A169F5D,Okamoto Ayako to Match Play Golf Ko Olina Golf Club In Hawaii,SFC,NTSC-J
ED-1B7719514A,Old Towers,SNES,NTSC-U
ED-683B5FEE99,Old Towers,SNES,UNKNOWN
ED-BC45FF1CFD,Olivia's Mystery,SFC,NTSC-J
ED-C9AE0008F7,Olympic Summer Games Atlanta 1996,SNES,PAL
ED-E17403ED97,Olympic Summer Games Atlanta 1996,SNES,UNKNOWN
ED-B8B29FD492,On the Ball,SNES,PAL
ED-88C521C43D,On the Ball,SNES,UNKNOWN
ED-468B398594,Ongaku Tsukuru Kanadeeru,SFC,NTSC-J
ED-6C234CE81E,Onita Atsushi FMW,SFC,NTSC-J
ED-8A9352D289,Onizuka Katsuya Super Virtual Boxing ma Kentou Ou Densetsu,SFC,NTSC-J
ED-160D8C4D43,Oozumou Spirit,SFC,NTSC-J
ED-0349E68349,Operation Europe Path to Victory 1939-45,SNES,NTSC-U
ED-611D04BE5A,Operation Europe Path to Victory 1939-45,SNES,UNKNOWN
ED-CC1A36DE6A,Oraga Land Shusai Best Farmer Shuukaku-Sai,SFC,NTSC-J
ED-EDBD686C5D,Ossu!! Karate-bu,SFC,NTSC-J
ED-99D45C4631,Othello World,SFC,NTSC-J
ED-F04E21A39A,Otoboke Ninja Colosseum,SFC,NTSC-J
ED-1342A453BD,Otogirisou,SFC,NTSC-J
ED-12048B0B50,Ouchan no Oekaki Logic,SFC,NTSC-J
ED-A0DCDB3782,Outer World,SFC,NTSC-J
ED-AB796462A9,P-Man,SFC,NTSC-J
ED-180584B719,PGA Tour 96,SNES,PAL
ED-A7F2112698,PGA Tour 96,SNES,UNKNOWN
ED-57444B662B,PGA Tour Golf,SFC,NTSC-J
ED-661A7AB8EA,PGA Tour Golf,SNES,PAL
ED-B419836676,PGA Tour Golf,SNES,UNKNOWN
ED-C796E1938A,Pac-Attack,SNES,PAL
ED-FA1273807D,Pac-Attack,SNES,UNKNOWN
ED-4D5D1CF683,Pac-In-Time,SFC,NTSC-J
ED-25EA453CF7,Pac-Man 2 The New Adventures,SNES,PAL
ED-76EB6C6C45,Pac-Man 2 The New Adventures,SNES,UNKNOWN
ED-5120317E5C,Pachi Slot Kenkyuu,SFC,NTSC-J
ED-BF0B64C455,Pachi Slot Shoubushi,SFC,NTSC-J
ED-A45445DF66,Pachi-Slot Love Story,SFC,NTSC-J
ED-607F8B8E61,Pachi-Slot Monogatari PAL Kougyou Special,SFC,NTSC-J
ED-0A375BB4BA,Pachi-Slot Monogatari Universal Special,SFC,NTSC-J
ED-BB9AAE47C6,Pachinko Challenger V,SFC,NTSC-J
ED-BBA3BA8908,Pachinko Fan Shouri Sengen,SFC,NTSC-J
ED-487AFDD8A8,Pachinko Maruhi Hisshouhou,SFC,NTSC-J
ED-BFF6C58C45,Pachinko Monogatari 2 Nagoya Shachihoko no Teiou,SFC,NTSC-J
ED-D4DE961A91,Pachinko Monogatari Pachi Slot mo Arudeyo!!,SFC,NTSC-J
ED-E30C542390,Pachinko Monogatari Pachi-Slot mo Aru deyo!!,SFC,NTSC-J
ED-BE3FF03762,Pachinko Renchan Tengoku Super CR Special,SFC,NTSC-J
ED-066B6EF0CB,Pachinko Wars,SFC,NTSC-J
ED-A0B5E71D04,Pachinko Wars II,SFC,NTSC-J
ED-91FC2E918B,Pachiokun Special,SFC,NTSC-J
ED-78BFF9937C,Pachiokun Special 2,SFC,NTSC-J
ED-2429A1270D,Pachiokun Special 3,SFC,NTSC-J
ED-642E8FFF60,Pachislot Kanzen Kouryaku Universal Shindai Nyuuka Volume 1,SFC,NTSC-J
ED-8C6E56521D,Pachislot Land Pachi Pachi Coin no Densetsu,SFC,NTSC-J
ED-3C649A9BAE,Panel de Pon,SFC,NTSC-J
ED-71C9918A10,Panic in Nakayoshi World,SFC,NTSC-J
ED-659E7AFF22,Paperboy 2,SNES,PAL
ED-FF1B032714,Paperboy 2,SNES,UNKNOWN
ED-9A1311935E,Parlor! Mini 2 Pachinko Jikki Simulation Game,SFC,NTSC-J
ED-6945EA3B85,Parlor! Mini 3 Pachinko Jikki Simulation Game,SFC,NTSC-J
ED-0C0486F51F,Parlor! Mini 4 Pachinko Jikki Simulation,SFC,NTSC-J
ED-581CF5717A,Parlor! Mini 4 Pachinko Jikki Simulation Game,SFC,NTSC-J
ED-BC456874CA,Parlor! Mini 5 Pachinko Jikki Simulation,SFC,NTSC-J
ED-5032600769,Parlor! Mini 5 Pachinko Jikki Simulation Game,SFC,NTSC-J
ED-826313AD69,Parlor! Mini 6 Pachinko Jikki Simulation,SFC,NTSC-J
ED-6D3F702432,Parlor! Mini 7 Pachinko Jikki Simulation,SFC,NTSC-J
ED-FC8B6AE9F8,Parlor! Mini Pachinko Jikki Simulation,SFC,NTSC-J
ED-A2F31C4A7A,Parlor! Mini Pachinko Jikki Simulation Game,SFC,NTSC-J
ED-E75C069688,Parodius,SNES,PAL
ED-A3DD7FCEB1,Parodius,SNES,UNKNOWN
ED-07EBA8DE3C,Parodius Da! Shinwa kara Owarai e,SFC,NTSC-J
ED-10265ECA2D,Parodius da! Shinwa Kara Owarai he,SFC,NTSC-J
ED-F2648412DE,Paws of Fury,SNES,PAL
ED-1C60305647,Paws of Fury,SNES,UNKNOWN
ED-794819BED8,Pebble Beach no Hatou New Tournament Edition,SFC,NTSC-J
ED-8B4FD6B1A4,Phalanx The Enforce Fighter A-144,SFC,NTSC-J
ED-1B49165BDA,Phantom 2040,SNES,PAL
ED-5E3F477AF6,Phantom 2040,SNES,UNKNOWN
ED-BC7872AEC0,Picross NP Vol. 1,SFC,NTSC-J
ED-D36F88ED3F,Picross NP Vol. 4,SFC,NTSC-J
ED-C2AABCA93B,Picross NP Vol. 7,SFC,NTSC-J
ED-27D563884B,Pikiinya!,SFC,NTSC-J
ED-167A4E92E3,Pilotwings,SFC,NTSC-J
ED-9179561E54,Pilotwings,SNES,PAL
ED-58264166F1,Pilotwings,SNES,UNKNOWN
ED-6337338D03,Pinball Dreams,SNES,PAL
ED-95C207E237,Pinball Dreams,SNES,UNKNOWN
ED-6539A9629F,Pinball Dreams!,SNES,PAL
ED-1C2CCD326B,Pinball Dreams!,SNES,UNKNOWN
ED-4D87EB5E44,Pinball Fantasies,SNES,PAL
ED-A84BA7B985,Pinball Fantasies,SNES,UNKNOWN
ED-B97FEC95BB,Pinball Pinball,SFC,NTSC-J
ED-E89C9149F0,Pink Goes to Hollywood,SNES,PAL
ED-FEDFDB98CD,Pink Goes to Hollywood,SNES,UNKNOWN
ED-D87470DA82,Pinocchio,SFC,NTSC-J
ED-BACB99AFF0,Pinocchio,SNES,PAL
ED-2C8DEA65E4,Pinocchio,SNES,UNKNOWN
ED-53A814CA4E,Pipe Dream,SFC,NTSC-J
ED-BE34EE0FE1,Pitfall Maya no Daibouken,SFC,NTSC-J
ED-6083424F36,Pitfall The Mayan Adventure,SNES,PAL
ED-D4DCD65123,Pitfall The Mayan Adventure,SNES,UNKNOWN
ED-FA52B8D54F,Planet's Champ TG3000,SFC,NTSC-J
ED-309A839575,Plok,SNES,PAL
ED-9F432454F7,Plok,SNES,UNKNOWN
ED-8CC3DBC63B,Plok!,SFC,NTSC-J
ED-4EBBFB6CE4,Pocky & Rocky,SNES,PAL
ED-D133F51CC7,Pocky & Rocky,SNES,UNKNOWN
ED-3CD837F237,Poi Poi Ninja World,SFC,NTSC-J
ED-F3EC6FAB66,Poi Poi Ninja World Gentei Set,SFC,NTSC-J
ED-33AE410378,Pokonyan! Henpokorin Adventure,SFC,NTSC-J
ED-E5E4BE1BE5,Pop'n TwinBee,SFC,NTSC-J
ED-35FA878033,Popeye Ijiwaru Majo Sea Hag no Maki,SFC,NTSC-J
ED-531C7FB8A3,Popful Mail,SFC,NTSC-J
ED-05DFFB6666,Popoitto Hebereke,SFC,NTSC-J
ED-4EAA669D5C,Populous,SFC,NTSC-J
ED-9E469ACFC3,Populous,SNES,PAL
ED-39F237A461,Populous,SNES,UNKNOWN
ED-19E693FE9B,Populous 2 Trials of the Olympian Gods,SFC,NTSC-J
ED-8D5FB133BF,Populous II Trials of the Olympian Gods,SFC,NTSC-J
ED-92AD1EB5C6,Power Athlete,SFC,NTSC-J
ED-335DBD8A9D,Power Drive,SNES,PAL
ED-2D15D39619,Power Drive,SNES,UNKNOWN
ED-B53AA13046,Power Lode Runner,SFC,NTSC-J
ED-1D033496C6,Power Monger Mashou no Bouryaku,SFC,NTSC-J
ED-F1B494BB36,Power Of The Hired,SFC,NTSC-J
ED-C99CF8DEF4,Power Piggs of the Dark Age,SNES,PAL
ED-4655D0CD42,Power Piggs of the Dark Age,SNES,UNKNOWN
ED-022718C595,Power Rangers,SNES,PAL
ED-C51E1C2542,Power Rangers,SNES,UNKNOWN
ED-6FC11A3CB8,Power Soukoban,SFC,NTSC-J
ED-707BFE51C6,PowerMonger Mashou no Bouryaku,SFC,NTSC-J
ED-E905F6FC91,Prehistorik Man,SNES,PAL
ED-5BB26C539E,Prehistorik Man,SNES,UNKNOWN
ED-EE230716C1,Primal Rage,SNES,PAL
ED-B9C2764108,Primal Rage,SNES,UNKNOWN
ED-D22A3A6C92,Prince of Persia,SFC,NTSC-J
ED-E17E7A3B8F,Prince of Persia,SNES,PAL
ED-6B88C93069,Prince of Persia,SNES,UNKNOWN
ED-6E039222C4,Prince of Persia 2,SNES,PAL
ED-D538A2E511,Prince of Persia 2,SNES,UNKNOWN
ED-C9AF8571B8,Princess Maker Legend of Another World,SFC,NTSC-J
ED-9E2271FD10,Princess Minerva,SFC,NTSC-J
ED-5B7502EB07,Pro Action Replay for Super NES,SNES,UNKNOWN
ED-C55104D616,Pro Football,SFC,NTSC-J
ED-02EF0AF9EA,Pro Football '93,SFC,NTSC-J
ED-355F8E941F,Pro Kishi Jinsei Simulation Shougi no Hanamichi,SFC,NTSC-J
ED-1276D1E3FA,Pro Mahjong Kiwame,SFC,NTSC-J
ED-93D5EBADAD,Pro Mahjong Kiwame 3,SFC,NTSC-J
ED-271F37F28E,Pro Mahjong Kiwame II,SFC,NTSC-J
ED-BD2D5ACC47,Pro Mahjong Tsuwamono,SFC,NTSC-J
ED-00FDF933EF,Pro Soccer,SFC,NTSC-J
ED-0552529665,Pro Yakyuu Nettou Puzzle Stadium,SFC,NTSC-J
ED-BD3F13C5F8,Pro Yakyuu Star,SFC,NTSC-J
ED-86E2B312D1,Psycho Dream,SFC,NTSC-J
ED-A93F1E941A,Pushover,SNES,PAL
ED-02318908B9,Pushover,SNES,UNKNOWN
ED-0D689BBE56,Putty Moon,SFC,NTSC-J
ED-2D9643B300,Puyo Puyo 2,SFC,NTSC-J
ED-2AD12ED264,Puzzle Bobble,SFC,NTSC-J
ED-306996D4DB,Puzzle Bobble Bust-A-Move,SNES,PAL
ED-9A3D6CB322,Puzzle Bobble Bust-A-Move,SNES,UNKNOWN
ED-32A9A2A12F,Puzzle Nintama Rantarou Ninjutsu Gakuen Puzzle Taikai no Dan,SFC,NTSC-J
ED-A7B2B88238,Puzzle'n Desu!,SFC,NTSC-J
ED-4CA7DE0E01,Q*bert 3,SFC,NTSC-J
ED-1B64975BEB,R-Type 3 The Third Lightning,SFC,NTSC-J
ED-AC669EE046,R-Type III,SNES,PAL
ED-F34D3398AC,R-Type III,SNES,UNKNOWN
ED-7FD2B463D0,R-Type The Third Lightning III & R-Type Super Collectors Edition,SNES,UNKNOWN
ED-2A4C63DE6A,R.P.M.Racing,SFC,NTSC-J
ED-CEF41ADC1D,RPG Tsukuru 2,SFC,NTSC-J
ED-1294018ED8,RPG Tsukuru Super Dante,SFC,NTSC-J
ED-B9857612F2,Raiden Densetsu,SFC,NTSC-J
ED-7A7D0CCBDA,Ramos Rui no World Wide Soccer,SFC,NTSC-J
ED-9ACD63DD95,Ranma 1/2 Akanekodan Teki Hihou,SFC,NTSC-J
ED-6286E771CC,Ranma 1/2 Chounai Gekitou Hen,SFC,NTSC-J
ED-B9B5653012,Ranma 1/2 Ougi Jaanken,SFC,NTSC-J
ED-999AF3498E,Ranma ½ Akanekodan Teki Hihou,SFC,NTSC-J
ED-F9BD3524D2,Ranma ½ Bakuretsu Rantouhen,SFC,NTSC-J
ED-A0A18E659B,Ranma ½ Chougi Rambuhen,SFC,NTSC-J
ED-232F00F66D,Ranma ½ Chounai Gekitou Hen,SFC,NTSC-J
ED-92ADE91FC0,Realm,SNES,PAL
ED-86CDBA821B,Realm,SNES,UNKNOWN
ED-EAD3D7BF71,Rendering Ranger R2,SFC,NTSC-J
ED-16DB2CEFD4,Rendering Ranger R2 Collector's Edition,SNES,UNKNOWN
ED-831874C061,Res Arcana Diana Ray Uranai no Meikyuu,SFC,NTSC-J
ED-869A626FF3,Retro City Rampage DX,SNES,UNKNOWN
ED-153416B6E8,Return of Double Dragon,SFC,NTSC-J
ED-B88A7E641B,Revolution X,SFC,NTSC-J
ED-31EEAE8A04,Revolution X,SNES,PAL
ED-D8E4F62D76,Revolution X,SNES,UNKNOWN
ED-06898BB466,Riddick Bowe Boxing,SFC,NTSC-J
ED-D6BAF903C4,Riding Hero,NEO-AES,UNKNOWN
ED-74026208E0,Ring ni Kakero,SFC,NTSC-J
ED-085214DA1E,Rise Of The Robots,SFC,NTSC-J
ED-95516332CC,Rise of the Robots,SNES,PAL
ED-89717853A6,Rise of the Robots,SNES,UNKNOWN
ED-0A262995CB,Rival Turf!,SNES,PAL
ED-06381EEDA4,Rival Turf!,SNES,UNKNOWN
