"edition_id","title_primary","platform"
"CAT-09536","Pop'n TwinBee;ポップン ツインビー;Pop 'N' Twinbee;Pop N Twinbee","Nintendo Super Famicom"
"CAT-09553","Doraemon 2 Nobita no Toys Land Daibouken;ドラえもん2 のび太のトイズランド大冒険","Nintendo Super Famicom"
"CAT-09554","Final Fantasy IV;ファイナルファンタジーIV;Final Fantasy 4;Final Fantasy 2;Final Fantasy II","Nintendo Super Famicom"
"CAT-09558","Sky Mission;スカイミッション;Wings 2 Aces High;Blazing Skies","Nintendo Super Famicom"
"CAT-09569","Gouketsuji Ichizoku;豪血寺一族;Power Instinct;Gouketuji Ichizoko;Gouketuji Ichizoku","Nintendo Super Famicom"
"CAT-09573","Ryuuko no Ken;龍虎の拳;Art of Fighting","Nintendo Super Famicom"
"CAT-09580","Super Bowling;スーパーボウリング","Nintendo Super Famicom"
"CAT-09766","Parodius Da! Shinwa kara Owarai e;パロディウスだ! －神話からお笑いへ－;Parodius da! Shinwa Kara Owarai he;Parodius Non-Sense Fantasy;Parodius! From Myth to Laughter","Nintendo Super Famicom"
"CAT-09767","Ranma ½ Akanekodan Teki Hihou;らんま1/2 朱猫団的秘宝;Ranma 1-2 Akanekodan Teki Hihou;Ranma 1/2 Akanekodan Teki Hihou;Ranma Nibunnoichi Akanekodan no Hihou;Ranma 1/2 Treasure of the Red Cat Gang","Nintendo Super Famicom"
"CAT-09768","Fire Emblem Monshou no Nazo;ファイアーエムブレム 紋章の謎;Fire Emblem Monsyo no Nazo;Fire Emblem Monshō no Nazo;Fire Emblem Mystery of the Emblem","Nintendo Super Famicom"
"CAT-09769","Cosmo Gang The Video;コズモギャング ザ ビデオ;Cosmo Gang Video","Nintendo Super Famicom"
"CAT-09773","Space Invaders The Original Game;スペースインベーダー The Original Game;スペースインベーダー ザ・オリジナルゲーム","Nintendo Super Famicom"
"CAT-09775","Ganbare Goemon 2 Kiteretsu Shougun Magginesu;がんばれゴエモン2 奇天烈将軍マッギネス;Ganbare Goemon 2 Kiteretsu Shōgun Magginesu;Let's Go! Goemon 2 Very Strange General McGuiness","Nintendo Super Famicom"
"CAT-09777","Super Snakey;スーパースネーキー;WildSnake;Wild Snake","Nintendo Super Famicom"
"CAT-09779","NBA Jam;NBAジャム","Nintendo Super Famicom"
"CAT-09780","Lagoon;ラグーン","Nintendo Super Famicom"
"CAT-09781","Doraemon 4 Nobita to Tsuki no Oukoku;ドラえもん4 のび太と月の王国;Doraemon 4 Nobita to Tuki no Okoku","Nintendo Super Famicom"
"CAT-09786","Bokujou Monogatari;牧場物語;Bokujō Monogatari;Harvest Moon","Nintendo Super Famicom"
"CAT-09793","Takahashi Meijin no Daibouken Shima II;高橋名人の大冒険島II;Takahashi Meijin no Daibouken Shima 2;Takahashi Meijin no Daibouken-Jima II;Takahashi Meijin no Daibouken Jima II;Super Adventure Island II","Nintendo Super Famicom"
"CAT-09795","Dragon Quest V Tenkuu no Hanayome;ドラゴンクエストV 天空の花嫁;Dragon Quest 5 Tenkuu no Hanayome;Dragon Quest V Tenkū no Hanayome;Dragon Quest V Hand of the Heavenly Bride","Nintendo Super Famicom"
"CAT-09796","Last Bible III;ラストバイブルIII;Last Bible 3","Nintendo Super Famicom"
"CAT-09801","Kaite Tsukutte Asoberu Dezaemon;描いて・作って・遊べる デザエモン;Kaite Tukutte Asoberu Dezaemon","Nintendo Super Famicom"
"CAT-09802","Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental;スーパーロボット大戦外伝 魔装機神 The Lord Of Elemental;Super Robot Taisen Gaiden Masoukishin The Lord Of Elemental;Masoukishin Super Robot Wars Gaiden Lord of Elemental;Super Robot Wars Gaiden Masoukishin The Lord of Elemental","Nintendo Super Famicom"
"CAT-09804","Ski Paradise with Snowboard;スキーパラダイス With スノーボード;Val d'Isère Championship;Tommy Moe's Winter Extreme Skiing and Snowboarding","Nintendo Super Famicom"
"CAT-09805","Final Fantasy V;ファイナルファンタジーV;Final Fantasy 5","Nintendo Super Famicom"
"CAT-09807","Rockman's Soccer;ロックマンズサッカー;Rock Man's Soccer;Mega Man's Soccer","Nintendo Super Famicom"
"CAT-09809","Magical Taruruuto-kun Magic Adventure;まじかる☆タルるートくん Magic Adventure;まじかる タルるートくん Magic Adventure;Magical ☆ Taruruuto-kun Magic Adventure;Magical Taruruto Kun Magic Adventure;Magical Tarurūto-kun Magic Adventure","Nintendo Super Famicom"
"CAT-09810","Panic in Nakayoshi World;パニック イン なかよしワールド;Panic in Nakayosi World","Nintendo Super Famicom"
"CAT-09811","Lemmings;レミングス","Nintendo Super Famicom"
"CAT-09813","Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental;スーパーロボット大戦外伝 魔装機神 The Lord Of Elemental;Super Robot Taisen Gaiden Masoukishin The Lord Of Elemental;Masoukishin Super Robot Wars Gaiden Lord of Elemental;Super Robot Wars Gaiden Masoukishin The Lord of Elemental","Nintendo Super Famicom"
"CAT-09816","Captain Tsubasa III Koutei no Chousen;キャプテン翼III —皇帝の挑戦—;Captain Tsubasa 3 Koutei no Chousen;Captain Tsubasa III The Kaiser's Challenge","Nintendo Super Famicom"
"CAT-09818","Super Puyo Puyo 2 Remix;す〜ぱ〜ぷよぷよ通リミックス ;Super Puyo Puyo Tsuu Remix","Nintendo Super Famicom"
"CAT-09819","Aretha;アレサ","Nintendo Super Famicom"
"CAT-09820","J League Soccer Prime Goal;Jリーグサッカー プライムゴール;J.League Soccer Prime Goal;J-League Soccer Prime Goal","Nintendo Super Famicom"
"CAT-09821","Wild Trax;ワイルドトラックス;Stunt Race FX","Nintendo Super Famicom"
"CAT-09826","Chrono Trigger;クロノ・トリガー","Nintendo Super Famicom"
"CAT-09831","Aretha II Ariel no Fushigi na Tabi;アレサII アリエルの不思議な旅;Aretha 2 Ariel no Fushigi na Bouken;Aretha 2 Ariel no Fushigi na Tabi;Aretha II Ariel no Fushigi na Bouken;Aretha II Ariel’s Mysterious Journey","Nintendo Super Famicom"
"CAT-10122","Zan II Spirits;斬II スピリッツ;Zan 2 Spirits","Nintendo Super Famicom"
"CAT-10129","Elnard;エルナード;The 7th Saga","Nintendo Super Famicom"
"CAT-10155","NFL Pro Football John Madden '94;NFLプロフットボール John Madden '94;NFLプロフットボール'94 ジョンマッデン;NFL John Madden Pro Football '94;John Madden NFL 94;Madden NFL '94","Nintendo Super Famicom"
"CAT-10173","Yuu Yuu Hakusho;幽☆遊 ☆白書;幽遊白書","Nintendo Super Famicom"
"CAT-10174","Tsuppari Oozumou Risshin Shusse-hen;つっぱり大相撲 立身出世編;Tsuppari Oozumou Risshin Shusse Hen;Tsuppari Oozumo Rissin Syusse Hen;Tsuppari Oozumou Risshinshusse Hen","Nintendo Super Famicom"
"CAT-10175","Libble Rabble;リブルラブル","Nintendo Super Famicom"
"CAT-10176","Super F1 Circus Limited;スーパーエフワンサーカスリミテッド ;Super F-1 Circus Limited","Nintendo Super Famicom"
"CAT-10178","Super Kick Boxing;スーパーキックボクシング;Super Kick Boxing Best of the Best;Best of the Best Championship Karate","Nintendo Super Famicom"
"CAT-10180","Super Momotarou Dentetsu III;スーパー桃太郎電鉄III;Super Momotarou Dentetsu 3;Super Momotarou Densetsu 3","Nintendo Super Famicom"
"CAT-10183","Momotarou Dentetsu Happy;桃太郎電鉄 ハッピー;Momotaro Dentetsu Happy","Nintendo Super Famicom"
"CAT-10185","Super Fire ProWrestling III Final Bout;スーパーファイヤープロレスリング3 ファイナルバウト;Super Fire ProWrestling III;Super Fire Pro Wrestling III Final Bout;Super Fire Pro Wrestling 3 Final Bout;Super Fire ProWrestling 3 Final Bout","Nintendo Super Famicom"
"CAT-10186","Super Wagyan Land 2;スーパーワギャンランド2;Super Wagan Land 2","Nintendo Super Famicom"
"CAT-10190","Bijo to Yajuu;美女と野獣;Beauty and the Beast","Nintendo Super Famicom"
"CAT-10192","NBA Jikkyou Basket Winning Dunk;NBA実況バスケット ウイニングダンク;NBA Give 'n Go","Nintendo Super Famicom"
"CAT-10196","From TV Animation Slam Dunk Shikyou Gekitotsu!!;From TV Animation Slam Dunk 四強激突！！;テレビアニメ・スラムダンク 四強激突！！;TV Animation Slam Dunk Shikyou Gekitotsu!!;TV Animation Slam Dunk Yonkyo Taiketu","Nintendo Super Famicom"
"CAT-10199","Super Igo Go Ou;スーパー囲碁 碁王;Super Igo Goou","Nintendo Super Famicom"
"CAT-10201","Battle Grand Prix;バトルグランプリ","Nintendo Super Famicom"
"CAT-10205","Drift King Shutokou Battle '94 Tsuchiya Keiichi & Bandou Masaaki;ドリフトキング 土屋圭市＆坂東正明 首都高バトル'94;Drift King Shutokou Battle 94 Tsuchiya Keiichi & Bandou Masaaki","Nintendo Super Famicom"
"CAT-10207","Jimmy Connors Pro Tennis Tour;ジミーコナーズのプロテニスツアー","Nintendo Super Famicom"
"CAT-10212","Super Formation Soccer II;スーパーフォーメーションサッカー 2;スーパーフォーメーションサッカー II;Super Formation Soccer 2","Nintendo Super Famicom"
"CAT-10213","Wakataka Oozumou Yume no Kyodai Taiketsu;若貴大相撲 夢の兄弟対決;Wakataka Oozumo Yume no Kyoudai Taiketsu;Wakataka Ohzumou Yume no Kyodai Taiketsu;Waka Taka Ōzumō Yume no Kyōdai Taiketsu","Nintendo Super Famicom"
"CAT-10216","Super Mario Bros. 4 Super Mario World;Super Mario Bros. 4 スーパーマリオワールド;Super Mario Brothers 4 Super Mario World;Super Mario World","Nintendo Super Famicom"
"CAT-10228","Spirit Oozumou Tamashii;スピリット 大相撲魂;Supiritto Oozumou Tamashii;Oozumou Kon;Ozumou Damashii;Oozumou Spirits;Oozumou Damashii","Nintendo Super Famicom"
"CAT-10231","F-1 Grand Prix;F1グランプリ;F1 Grand Prix","Nintendo Super Famicom"
"CAT-10236","F-1 Grand Prix Part II;F1グランプリ パート2;F1 Grand Prix Part 2;F-1 Grand Prix 2","Nintendo Super Famicom"
"CAT-10239","Sangokushi Seishi Tenbu Spirits;三国志正史 天舞スピリッツ","Nintendo Super Famicom"
"CAT-10249","Kunio-kun no Dodge Ball dayo Zenin Shuugou! Tournament Special;くにおくんのドッジボールだよ 全員集合！;Kunio Kun no Dodge Ball Zenin Syugo Tournament Special;Kunio-kun no Dodge Ball Da yo Zenin Shuugou! Tournament Special;Kunio-kun no Dodge Ball Da yo Zenin Shuugou! Tournament Special","Nintendo Super Famicom"
"CAT-10254","International Tennis Tour;インターナショナルテニスツアー","Nintendo Super Famicom"
"CAT-10258","Drift King Shutokou Battle 2 Tsuchiya Keiichi & Bandou Masaaki;ドリフトキング 土屋圭市＆坂東正明 首都高バトル2;Syutoko Battle Racing 2","Nintendo Super Famicom"
"CAT-10264","Lady Stalker Kako kara no Chousen;レディストーカー 〜過去からの挑戦〜;Lady Stalker The Apocalypse Engine","Nintendo Super Famicom"
"CAT-10270","J League Soccer Prime Goal 3;Jリーグサッカー プライムゴール3;J.League Soccer Prime Goal 3;J-League Soccer Prime Goal;90 Minutes European Prime Goal","Nintendo Super Famicom"
"CAT-10279","USA Ice Hockey;USA アイスホッケー;U.S.A.アイスホッケー","Nintendo Super Famicom"
"CAT-10289","J League Soccer Prime Goal 3;Jリーグサッカー プライムゴール3;J.League Soccer Prime Goal 3;J-League Soccer Prime Goal;90 Minutes European Prime Goal","Nintendo Super Famicom"
"CAT-10293","Garou Densetsu Shukumei no Tatakai;餓狼伝説 宿命の闘い;がろうでんせつ;Fatal Fury","Nintendo Super Famicom"
"CAT-10295","Panel de Pon;パネルでポン;パネポン;Panepon;Panel de Pon Action Puzzle Game","Nintendo Super Famicom"
"CAT-10308","Kyuuyaku Megami Tensei Megami Tensei I · II;旧約・女神転生 めがみてんせい I・II;旧約・女神転生 女神転生I・II;旧約・女神転生 女神転生I 女神転生II;キュウヤク・メガミテンセイ;Kyuuyaku Megami Tensei 1 & 2;Digital Devil Story I & II;Kyūyaku Megami Tensei Megami Tensei I - II","Nintendo Super Famicom"
"CAT-10320","Puzzle Nintama Rantarou Ninjutsu Gakuen Puzzle Taikai no Dan;パズル忍たま乱太郎 〜忍術学園パズル大会の段〜;Nintama Rantarou Puzzle Ninjyutsu Gakuen Puzzle no Maki;Nintama Rantarou Puzzle Ninjutsu Gakuen Puzzle no Maki","Nintendo Super Famicom"
"CAT-10322","Wedding Peach;ウェディングピーチ","Nintendo Super Famicom"
"CAT-10325","Shin Megami Tensei;真・女神転生;Digital Devil Story","Nintendo Super Famicom"
"CAT-10328","Heisei Shin Oni Ga Shima Kouhen;平成 新 鬼ヶ島 後編;Heisei Shin Onigashima Kouhen;Heisei Era New Onigashima","Nintendo Super Famicom"
"CAT-10342","WWF Super WrestleMania;WWFスーパーレッスルマニア;WWF Super Wrestle Mania","Nintendo Super Famicom"
"CAT-10344","Nintama Rantarou;忍たま乱太郎","Nintendo Super Famicom"
"CAT-10352","Pachinko Monogatari 2 Nagoya Shachihoko no Teiou;パチンコ物語2 名古屋シャチホコの帝王;Pachinko Monogatari 2 Nagoya Syachihoko no Teiou","Nintendo Super Famicom"
"CAT-10358","Hana no Keiji Kumo no Kanata ni;花の慶次 —雲のかなたに—;Hana no Kenji Kumo no Kanata ni;Keiji Flower Beyond the Clouds","Nintendo Super Famicom"
"CAT-10377","Exhaust Heat;エキゾースト・ヒート;F1 ROC Race of Champions;F-1 ROC Race of Champions","Nintendo Super Famicom"
"CAT-10380","Densetsu no Ogre Battle;伝説のオウガバトル;でんせつのオウガバトル;Densetsu no Ogre Battle Saga Episode Five The March of the Black Queen;Ogre Battle The March of the Black Queen","Nintendo Super Famicom"
"CAT-10382","World Class Rugby;ワールドクラス ラグビー","Nintendo Super Famicom"
"CAT-10386","Card Master Rimusaria no Fuuin;カードマスター リムサリアの封印;Arcana","Nintendo Super Famicom"
"CAT-10398","The King of Rally Paris-Moscow-Beijing;ザ・キング・オブ・ラリー パリ−モスクワ−北京;The King of Rally Paris - Moscow - Beijing;The King of Rally Paris ▶ Moscow ▶ Beijing","Nintendo Super Famicom"
"CAT-10429","Jissen! Pachislot Hisshouhou! 2;実戦！パチスロ必勝法！2;Jissen Pachi Slot Hisyou Hou 2","Nintendo Super Famicom"
"CAT-10471","Dragon Knight 4;ドラゴンナイトIV;Dragon Knight IV","Nintendo Super Famicom"
"CAT-10489","Fushigi no Dungeon 2 Fuurai no Shiren;不思議のダンジョン2 風来のシレン;Fushigi no Dungeon 2 Furai no Shiren","Nintendo Super Famicom"
"CAT-10501","Space Ace;スペースエース","Nintendo Super Famicom"
"CAT-10508","Honoo no Toukyuuji Dodge Danpei;炎の闘球児 ドッジ弾平;Hono no Tokyuji Dodge Danpei;Honoo no Doukyuuji Dodge Danpei","Nintendo Super Famicom"
"CAT-10510","Super Oozumou Nessen Dai Ichiban;スーパー大相撲 熱戦大一番;Super Oozumou Nessen Ou Ichiban;Super Oozumou Nessen Ooichiban;Super Oozumou Nessen Daiichiban;Super Oozumou Nessen Dai Ichiban Sumo","Nintendo Super Famicom"
"CAT-10546","Ultima VI Itsuwari no Yogensha;ウルティマVI 〜偽りの予言者〜;Ultima 6 Itsuwari no Yogensha;Ultima VI The False Prophet","Nintendo Super Famicom"
"CAT-10548","SD Gundam GX;SDガンダムGX","Nintendo Super Famicom"
"CAT-10551","Little Master Nijiiro no Maseki;リトルマスター〜虹色の魔石〜;Little Master Niji Iro no Maseki","Nintendo Super Famicom"
"CAT-10588","Super Nazo Puyo Tsuu Rulue no Tetsuwan Hanjouki;す〜ぱ〜なぞぷよ通 ルルーの鉄腕繁盛記;Super Nazo Puyo 2 Rulue no Tetsuwan Hanjouki;Super Nazo Puyo 2 Ruru no Tetsuwan Hanjyou ki;Super Nazo Puyo Tsuu Lulu no Tetsuwan Hanjouki","Nintendo Super Famicom"
"CAT-10633","Yuu Yuu Hakusho 2 Kakutou no Shou;幽☆遊☆白書2 格闘の章;幽遊白書2 格闘の章","Nintendo Super Famicom"
"CAT-10651","Super Donkey Kong;スーパードンキーコング;Donkey Kong Country","Nintendo Super Famicom"
"CAT-10659","Heisei Shin Oni Ga Shima Zenpen;平成新 鬼ヶ島前編;Heisei Shin Onigashima Zenpen;Heisei Era New Onigashima","Nintendo Super Famicom"
"CAT-10735","American Battle Dome;アメリカンバトルドーム","Nintendo Super Famicom"
"CAT-10816","Dragon Ball Z Super Butouden 2;ドラゴンボールZ 超武闘伝2;Dragon Ball Z Super Butoden 2;Dragon Ball Z Super Butōden 2;Dragon Ball Z La Légende Saien","Nintendo Super Famicom"
"CAT-10817","Mahoujin Guru Guru 2;魔法陣グルグル2;Mahoujin Guruguru 2","Nintendo Super Famicom"
"CAT-10818","Metal Max 2;メタルマックス2","Nintendo Super Famicom"
"CAT-10819","Wolfenstein 3D The Claw of Eisenfaust;ウルフェンシュタイン3D The Claw of Eisenfaust;Wolfenstein 3D","Nintendo Super Famicom"
"CAT-10821","King of the Monsters;キング・オブ・ザ・モンスターズ","Nintendo Super Famicom"
"CAT-10823","Bombuzal;ボンバザル;Kablooey;Ka-blooey","Nintendo Super Famicom"
"CAT-10827","J League Super Soccer;Jリーグ スーパーサッカー;J.League Super Soccer;J-League Super Soccer;Virtual Soccer","Nintendo Super Famicom"
"CAT-10831","Putty Moon;パティームーン;Super Putty","Nintendo Super Famicom"
"CAT-10834","Major Title;メジャータイトル;The Irem Major Title;The Irem Skins Game","Nintendo Super Famicom"
"CAT-10838","Dragon Ball Z Super Butouden;ドラゴンボールZ 超武闘伝;ドラゴンボールZ スーパーぶとうでん;Dragon Ball Z Super Butoden;Dragon Ball Z Super Butōden","Nintendo Super Famicom"
"CAT-10890","Tactics Ogre Let Us Cling Together;タクティクス オウガ Let Us Cling Together;Tactics Ogre Let Us Cling Together;Ogre Battle Saga Episode Seven Tactics Ogre Let Us Cling Together","Nintendo Super Famicom"
"CAT-10893","Dragon Ball Z Super Gokuden Kakusei-Hen;ドラゴンボールZ 超悟空伝 突撃編;Dragon Ball Z Super Gokuu Den Kakusei Hen;Dragon Ball Z Chou Gokuuden Totsugeki Hen;Dragon Ball Z Super Gokuu Den Totsugeki Hen;Dragon Ball Z Super Goku-den Kakusei-Hen","Nintendo Super Famicom"
"CAT-10903","Pikiinya!;ピキーニャ！;Pikinya!","Nintendo Super Famicom"
"CAT-10907","Big Ichigeki! Pachi Slot Daikouryaku 2 Universal Collection;ビッグ一撃！パチスロ大攻略2 ユニバーサル・コレクション;Big Ichigeki! Pachi Slot Daikoryaku 2 Universal Collection;Big Ichigeki 2 University","Nintendo Super Famicom"
"CAT-10914","Super Momotarou Dentetsu III;スーパー桃太郎電鉄III;Super Momotarou Dentetsu 3;Super Momotarou Densetsu 3","Nintendo Super Famicom"
"CAT-10919","Nage Libre Seijaku no Suishin;ナージュリーブル 〜静寂の水深〜","Nintendo Super Famicom"
"CAT-10975","J League Soccer Prime Goal 2;Jリーグサッカー プライムゴール2;J.League Soccer Prime Goal 2;J-League Soccer Prime Goal 2","Nintendo Super Famicom"
"CAT-10977","Top Racer;トップレーサー;Top Gear","Nintendo Super Famicom"
"CAT-10981","ActRaiser;アクトレイザー;Act Raiser","Nintendo Super Famicom"
"CAT-10987","Shin Megami Tensei II;真・女神転生II;Shin Megami Tensei 2;Digital Devil Story 2","Nintendo Super Famicom"
"CAT-10992","Silva Saga II;シルヴァ・サーガII;Silva Saga II The Legend of Light & Darkness;Silva Saga 2","Nintendo Super Famicom"
