object_number,platform_raw_first,platform_norm,title_primary,alt_titles,title_norm,title_norm_source,title_aliases
35385,Nintendo Super Famicom,SFC,New 3D Golf Simulation Pebble Beach no Hatou,New 3D Golf Simulation ペブルビーチの波濤,New 3D Golf Simulation Pebble Beach no Hatou,primary_ascii,New 3D Golf Simulation ペブルビーチの波濤
35386,Nintendo Super Famicom,SFC,Sutte Hakkun,すってはっくん,Sutte Hakkun,primary_ascii,すってはっくん
35387,Nintendo Super Famicom,SFC,Heracles no Eikou III Kamigami no Chinmoku,ヘラクレスの栄光III 神々の沈黙,Heracles no Eikou III Kamigami no Chinmoku,primary_ascii,ヘラクレスの栄光III 神々の沈黙
35388,Nintendo Super Famicom,SFC,Dragon Quest V Tenkuu no Hanayome,ヘラクレスの栄光III 神々の沈黙|Dragon Quest 5,Dragon Quest V Tenkuu no Hanayome,primary_ascii,ヘラクレスの栄光III 神々の沈黙|Dragon Quest 5
35389,Nintendo Super Famicom,SFC,Super Birdie Rush,スーパーバーディラッシュ,Super Birdie Rush,primary_ascii,スーパーバーディラッシュ
35390,Nintendo Super Famicom,SFC,Super Nobunaga no Yabou Bushou Fuuunroku,スーパー信長の野望 武将風雲録|Nobunaga's Ambition Lord of Darkness.,Super Nobunaga no Yabou Bushou Fuuunroku,primary_ascii,スーパー信長の野望 武将風雲録|Nobunaga's Ambition Lord of Darkness.
35391,Nintendo Super Famicom,SFC,Michael Andretti's Indy Car Challenge,マイケル・アンドレッティー インディカーチャレンジ,Michael Andretti's Indy Car Challenge,primary_ascii,マイケル・アンドレッティー インディカーチャレンジ
35392,Nintendo Super Famicom,SFC,Pitfall Maya no Daibouken,ピットフォール マヤの大冒険|Pitfall The Mayan Adventure.,Pitfall Maya no Daibouken,primary_ascii,ピットフォール マヤの大冒険|Pitfall The Mayan Adventure.
35393,Nintendo Super Famicom,SFC,Drakkhen,ドラッケン,Drakkhen,primary_ascii,ドラッケン
35394,Nintendo Super Famicom,SFC,Return of Double Dragon,リターン・オブ・双截龍|リターン・オブ・ダブルドラゴン|Super Double Dragon,Return of Double Dragon,primary_ascii,リターン・オブ・双截龍|リターン・オブ・ダブルドラゴン|Super Double Dragon
35395,Nintendo Super Famicom,SFC,Shinseiki GPX Cyber Formula,新世紀GPXサイバーフォーミュラ,Shinseiki GPX Cyber Formula,primary_ascii,新世紀GPXサイバーフォーミュラ
35396,Nintendo Super Famicom,SFC,Lord Monarch,ロードモナーク,Lord Monarch,primary_ascii,ロードモナーク
35397,Nintendo Super Famicom,SFC,Gousou Jinrai Densetsu Musya,豪槍神雷伝説 武者,Gousou Jinrai Densetsu Musya,primary_ascii,豪槍神雷伝説 武者
35398,Nintendo Super Famicom,SFC,SD Kidou Senshi Gundam V Sakusen Shidou,SD機動戦士ガンダム V作戦始動,SD Kidou Senshi Gundam V Sakusen Shidou,primary_ascii,SD機動戦士ガンダム V作戦始動
35399,Nintendo Super Famicom,SFC,Pro Soccer,プロサッカー,Pro Soccer,primary_ascii,プロサッカー
35400,Nintendo Super Famicom,SFC,Super Double Yakuman,スーパーダブル役満|Super Double Yakuma,Super Double Yakuman,primary_ascii,スーパーダブル役満|Super Double Yakuma
35401,Nintendo Super Famicom,SFC,Wizardry V Heart of the Maelstrom,ウィザードリィ・V 災禍の中心|ウィザードリィ・V メイルストロームの中心,Wizardry V Heart of the Maelstrom,primary_ascii,ウィザードリィ・V 災禍の中心|ウィザードリィ・V メイルストロームの中心
35402,Nintendo Super Famicom,SFC,Turf Hero,ターフヒーロー,Turf Hero,primary_ascii,ターフヒーロー
35403,Nintendo Super Famicom,SFC,Chinhai,陳牌,Chinhai,primary_ascii,陳牌
35404,Nintendo Super Famicom,SFC,Shijou Saikyou no Quiz Ou Kettei Sen Super,史上最強のクイズ王決定戦スーパー,Shijou Saikyou no Quiz Ou Kettei Sen Super,primary_ascii,史上最強のクイズ王決定戦スーパー
35405,Nintendo Super Famicom,SFC,Lagoon,ラグーン,Lagoon,primary_ascii,ラグーン
35406,Nintendo Super Famicom,SFC,Aguri Suzuki no F-1 Super Driving,鈴木亜久里のF-1スーパードライビング,Aguri Suzuki no F-1 Super Driving,primary_ascii,鈴木亜久里のF-1スーパードライビング
