object_number,title,title.type,object_name,object_name.type,object_category
00079,Super Metroid;Metroid 3,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
00080,The Legend of Zelda A Link To The Past;Zelda 3,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
00081,Lagoon,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
00083,The Lost Vikings,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
00085,Terranigma,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
00086,Equinox,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
00087,Prince of Persia,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
00088,Actraiser,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
00091,Secret of Mana,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
00093,Illusion of Time,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
00094,Soul Blazer,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01798,Super Star Wars Return of the Jedi,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01800,The Blues Brothers,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01802,Total Carnage,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01803,Lucky Luke,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01804,Jurassic Park,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01805,Mystic Quest Legend;Final Fantasy Mystic Quest;Final Fantasy USA Mystic Quest,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01806,Wolverine Adamantium Rage,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01807,Super Goal!;Goal!;Super Cup Soccer,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01810,Aguri Suzuki F-1 Super Driving;Aguri Suzuki F1 Super Driving;F-1 Aguri Suzuki Super Driving;Redline F-1 Racer;Redline F1 Racer;Suzuki Aguri no F-1 Super Driving,Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01811,Super Adventure Island,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01813,NBA All-Star Challenge,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01815,Zoop,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01816,Art of Fighting,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01818,Mickey Mania;Mickey Mania The Timeless Adventures of Mickey Mouse,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01819,Yogi Bear's Cartoon Capers;Yogi Bear;Adventures of Yogi Bear,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01821,Cutthroat Island,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01822,Vortex,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01824,Archer Maclean's Super Dropzone;Super Dropzone,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01825,Killer Instinct,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01828,Wario's Woods,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01829,Kevin Keegan's Player Manager,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01830,SimCity,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01831,Pac-Man 2 The New Adventures,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01832,Unirally;Uniracers,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01833,Astérix & Obelix;Asterix and Obelix,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01834,Populous,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01835,Plok,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01836,Pac-Attack;Cosmo Gang the Puzzle,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01837,Kuifje in Tibet;Tintin in Tibet,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01838,Looney Tunes Road Runner;Road Runner's Death Valley Rally;Road Runner vs. Wile E. Coyote,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01839,Eric Cantona Football Challenge;Striker;World Soccer '94 Road to Glory;World Soccer,Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01840,Super Hockey;NHL Stanley Cup,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01841,Super Tennis;Super Tennis World Circuit,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01842,The Incredible Hulk,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01843,Nigel Mansell's World Championship;Nigel Mansell's World Championship Racing;Nigel Mansell's F-1 Challenge,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01844,Super Mario World,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01845,Winter Olympics;Winter Olympics Lillehammer '94;Winter Olympic Games Lillehammer '94,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01846,World League Basketball;NCAA Basketball;Super Dunk Shot,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01847,World Heroes,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01848,Stargate,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01849,Pushover,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01850,Super Mario Kart,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01851,Champions World Class Endorsed by PSG;Champions World Class Endorsed by Paris Saint-Germain;Champions World Class Soccer;PSG Champions World Class Soccer;Champions World Class Soccer PSG,Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01852,Super Street Fighter II;Super Street Fighter II The New Challengers,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01853,King Arthur's World;Royal Conquest,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01854,Illusion of Time;Illusion of Gaia;Gaia Gensouki,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01855,On the Ball;Cameltry,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01856,Arkanoid;Arkanoid Doh It Again,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01857,The Legend of Zelda A Link to the Past;Zelda no Densetsu Kamigami no Triforce,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01858,Kick Off 3 European Challenge,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01859,Micro Machines 2 Turbo Tournament,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01860,Virtual Soccer;J.League Super Soccer,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01861,John Madden Football '93;John Madden Football 93;Pro Football '93,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01862,WWF Super WrestleMania;Super WrestleMania,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01863,Mortal Kombat II;Mortal Kombat 2,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01864,Super International Cricket,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01865,Stunt Race FX;Wild Trax,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01866,Warlock,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01867,Kirby's Dream Course;Kirby Bowl,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01868,Michael Jordan Chaos in the Windy City,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01869,Last Action Hero,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01870,Blazing Skies;Wings 2 Aces High;Sky Mission,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01871,Paperboy 2,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01872,Pink Goes to Hollywood;Pink Panther,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01873,Aero the Acro-Bat,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01874,Doom,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01875,Magic Boy,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01876,Kid Klown in Crazy Chase,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01877,Astérix,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01878,Les Schtroumpfs autour du monde;De Smurfen Verkennen de wereld;The Smurfs Travel the World,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01879,Rival Turf!;Rushing Beat,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01880,The Incredible Crash Dummies;The Incredible Crash Dummies Slick Bouya no Daichousen,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01881,Tetris & Dr. Mario;Tetris & Dr Mario;Tetris and Dr. Mario;Tetris and Doctor Mario,Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
01882,Kirby's Ghost Trap;Kirby's Avalanche;Super Puyo Puyo,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
03462,Mystic Quest Legend;Final Fantasy Mystic Quest;Final Fantasy USA Mystic Quest,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19741,The Legend of Zelda A Link to the Past,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19743,Terranigma,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19744,Actraiser,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19746,Mario Paint,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19747,Urban Strike The Sequel to Jungle Strike,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19749,SimCity,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19750,Earthworm Jim,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19751,Zero the Kamikaze Squirrel,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19752,Super Star Wars,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19755,Arkanoid;Arkanoid: Doh it Again,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19757,Archer Maclean's Super Dropzone,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19758,Turn and Burn No-Fly Zone,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19759,Addams Family Values,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19760,Killer Instinct,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19761,Batman Forever,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19763,Garry Kitchen's Super Battletank,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19764,Williams Arcade's Greatest Hits,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19765,Unirally,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19766,Earthworm Jim 2,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19767,Super Adventure Island,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19768,Bubsy In: Claws Encounters of the Furred Kind,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19769,Choplifter III,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19770,Foreman for Real,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19771,Worms,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19772,Super Tennis,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19773,Astérix & Obelix,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19774,B.O.B.;BOB,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19775,Super Double Dragon,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19778,Battle Clash,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19779,Theme Park,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19782,Prince of Persia,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19783,Winter Olympics Lillehammer 94,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19784,Street Racer,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19785,Toy Story;Disney's Toy Story,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19786,King Arthur's World,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19787,Stunt Race FX,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19788,The Magical Quest Starring Mickey Mouse;Disney's Magical Quest,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19789,Magic Sword,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19790,The Simpsons Bart's Nightmare,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19791,Pitfall The Mayan Adventure,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19792,U.N. Squadron;UN Squadron,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19793,Joe & Mac Caveman Ninja,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19794,Dragon's Lair; Sullivan Bluth Presents Dragon's Lair,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19796,Doom,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19799,Super Star Wars Return of the Jedi,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19801,Spirou,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19808,The Great Circus Mystery Starring Mickey & Minnie;Disney's Magical Quest 2,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19810,Pinocchio,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19812,Super Punch-Out!!,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19813,Power Drive,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19814,Street Fighter Alpha 2,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19816,Pinball Dreams,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19817,Double Dragon V The Shadow Falls;Double Dragon 5,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19818,Zombies;Zombies Ate my Neighbors,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19819,Jurassic Park,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19821,The Mask,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19823,Boogerman A Pick and Flick Adventure,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19824,Cliffhanger,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19826,Cool Spot,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19828,Olympic Summer Games Atlanta 1996,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19829,Gods,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19830,Super Mario Kart,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19831,Hal's Hole in One Golf,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19833,World Masters Golf,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19834,World Cup USA 94,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19835,The Lion King,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19836,PGA Tour 96,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19837,PGA Tour Golf,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19839,Blackhawk;Blackthorne,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19844,True Lies;Schwarzenegger True Lies A James Cameron Film,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19846,Disney's Timon & Pumbaa's Jungle Games,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19852,The Smurfs Travel the World;I Puffi a Zonzo per il Mondo;The Smurfs 2,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19854,Prince of Persia 2,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19856,Lamborghini American Challenge,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19857,Spider-Man Venom Maximum Carnage;Spider-Man and Venom: Maximum Carnage,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19858,Micro Machines,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19860,Mr. Do!,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19861,Lemmings 2 The Tribes,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19862,Prehistorik Man,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19864,Super Battletank 2,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19865,F-Zero,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19867,Looney Tunes Road Runner;Road Runner's Death Valley Rally,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19868,Disney's The Jungle Book,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19869,Tetris & Dr Mario,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19870,Jimmy Connors Pro Tennis Tour,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19871,Fun 'n Games,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19872,Equinox,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19873,Desert Strike Return to the Gulf,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19874,ESPN Baseball Tonight,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19875,Kirby's Dream Course,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19876,WWF Super Wrestlemania,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19877,FIFA International Soccer,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19878,Super Mario All-Stars,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19879,The Lost Vikings,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19880,The Lost Vikings II Norse by Norsewest;The Lost Vikings 2,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19881,The Pagemaster,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19882,Mega-Lo-Mania;Megalomania,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19884,Krusty's Super Fun House,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19885,Illusion of Time;Illusion of Gaia,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19887,Lucky Luke,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19888,Pilotwings,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19889,Wild Guns,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19890,Eek! the Cat,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19892,Robocop Versus The Terminator,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19894,SimCity 2000 The Ultimate City Simulator,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19895,Another World,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19897,Clayfighter,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19898,Lemmings,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19900,Sensible Soccer Europeans Champions,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19902,World Cup Striker,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19903,Stargate,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19904,Kick Off,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19906,Troy Aikman NFL Football,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19907,Nigel Mansell's World Championship,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19908,Daffy Duck The Marvin Missions,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19910,NBA Jam T.E.;NBA Jam: Tournament Edition,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19911,Dino Dini's Soccer,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19912,Puzzle Bobble Bust-A-Move,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19913,Brett Hull Hockey,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19914,Kirby's Fun Pak;Kirby Super Star,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19915,Super Off Road,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19916,Best of the Best Championship Karate,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19917,Donkey Kong Country 2 Diddy's Kong Quest,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19919,Donkey Kong Country 3 Dixie Kong's Double Trouble!,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19920,Legend,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19921,Spider-Man X-Men Arcade's Revenges;Spider-Man and the X-Men in Arcade's Revenge,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19922,Disney's Beauty and the Beast,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19923,Super R-Type,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19924,Super Bomberman,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19925,Disney's Aladdin,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19927,Disney Donald in Maui Mallard,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19928,F1 Pole Position 2,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19929,Lagoon,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19930,Secret of Evermore,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19932,Super Ghouls 'n Ghosts,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
19933,Flashback,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20309,NBA Live 97,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20310,FIFA 97,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20312,FIFA Soccer 96,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20313,FIFA Road to World Cup 98,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20314,NBA Live 96,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20316,NBA Jam,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20317,NHLPA Hockey '93,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20319,NHL Hockey '94;NHL '94,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20321,NHL 95,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20322,NHL 96,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20323,NHL 97,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20324,Goof Troop,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20325,Young Merlin,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20326,Hook,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20327,Skyblazer,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20328,Seaquest DSV,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20329,Rise of the Robots,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20330,World League Basketball;NCAA Basketball,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20331,Realm,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20332,Val d'Isere Championship,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20334,The Adventures of Mighty Max,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20337,Barkley Shut Up and Jam!,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20339,Clay Fighter 2 Judgment Clay,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20340,Ultimate Mortal Kombat 3,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20342,Battletoads in Battlemaniacs,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20347,Power Rangers,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20349,Bugs Bunny Rabbit Rampage,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20350,Super SWIV,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20351,Final Fight,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20352,Tetris Attack,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20353,Judge Dredd,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20355,Exhaust Heat,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20357,Tiny Toon Adventures Buster Busts Loose!,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20358,Axelay,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20360,Astérix,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20362,Indiana Jones' Greatest Adventures,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20364,Super Putty,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20365,Darius Twin,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20367,Marvel Super Heroes in War of the Gems,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20368,Super Morph,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
