edition_id,gb_game_id,name,deck,developers,publishers,site_detail_url,image_super_url,source
CAT-19772,18664,Super Tennis,"Super Tennis, a 1991 tennis game for the SNES, features a Circuit mode that lets players compete to end the year at number one by accumulating ranking points on eight different tournaments.","Tokyo Shoseki Co., Ltd.",Nintendo,https://www.giantbomb.com/super-tennis/3030-18664/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364854-snes_supertennis.jpg,giantbomb
CAT-20357,9441,Tiny Toon Adventures: Buster Busts Loose!,"Take the role of Buster Bunny from the animated series ""Tiny Toons"" in this crazy SNES action-platformer.",Konami,Konami,https://www.giantbomb.com/tiny-toon-adventures-buster-busts-loose/3030-9441/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364661-snes_tinytoonadventuresbusterbustsloose.jpg,giantbomb
CAT-19917,16889,Donkey Kong Country 2: Diddy's Kong Quest,"When Donkey Kong is kong-napped by the evil Kaptain K. Rool, it's up to nephew Diddy (and his girlfriend Dixie) to traverse Crocodile Isle to rescue him!","Rare, Ltd.",Nintendo,https://www.giantbomb.com/donkey-kong-country-2-diddys-kong-quest/3030-16889/,https://www.giantbomb.com/a/uploads/scale_large/8/82063/2832010-dkc2.jpg,giantbomb
CAT-09257,33881,Albert Odyssey,"A strategy RPG for the Super Famicom centered around the town of Guoto, and a war over the powerful and mysterious Key of Resurrection.",Sunsoft; Tokai Engineering,Sunsoft,https://www.giantbomb.com/albert-odyssey/3030-33881/,https://www.giantbomb.com/a/uploads/scale_large/0/7465/2164134-588194_5017_front.jpg,giantbomb
CAT-20321,15126,NHL 95,The 4th game in the NHL hockey franchise from EA Sports. It was released for the 1994-1995 NHL season.,EA Sports; High Score Productions; Visual Concepts,Electronic Arts,https://www.giantbomb.com/nhl-95/3030-15126/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2371293-genesis_nhl95.jpg,giantbomb
CAT-01835,4182,Plok,"When the hood-headed head of the island of Akrillic gets his family heirloom flag stolen, Plok embarks on a wacky adventure in this SNES platformer.",Acclaim Studios Manchester,"Activision; Nintendo; Tradewest, Inc.",https://www.giantbomb.com/plok/3030-4182/,https://www.giantbomb.com/a/uploads/scale_large/0/7465/783148-plokbox.jpg,giantbomb
CAT-42332,3826,WWF Super Wrestlemania,A wrestling game based on WWF (now WWE) and the first of the LJN-trilogy of WWF games in the 16-bit era.,"Acclaim Entertainment, Inc.; Acclaim Studios Salt Lake City","Acclaim Entertainment, Inc.; Flying Edge; LJN",https://www.giantbomb.com/wwf-super-wrestlemania/3030-3826/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2389669-genesis_wwfsuperwrestlemania.jpg,giantbomb
CAT-19787,19991,Stunt Race FX,A SNES-exclusive racing game that utilizes the Super FX chip to bring stylized vehicles to life in polygonal 3D.,Argonaut Games; Nintendo EAD,Nintendo,https://www.giantbomb.com/stunt-race-fx/3030-19991/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364799-snes_stuntracefx.jpg,giantbomb
CAT-42714,1607,Claymates,"Released in 1993, Claymates is a platformer game where the hero Clayton (pun unfortunately intended) has been turned into a ball of clay. He has to save his dad and, using power ups, can turn into various animals.",Visual Concepts,Interplay Entertainment Corp.,https://www.giantbomb.com/claymates/3030-1607/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363705-snes_claymates.jpg,giantbomb
CAT-37931,2866,Super Mario World 2: Yoshi's Island,"A spin-off of the Super Mario platforming series, Yoshi's Island puts players in control of a tribe of Yoshies as they guide the infant Mario past the forces of the evil Kamek.",Nintendo EAD; SRD Co. Ltd.,Nintendo,https://www.giantbomb.com/super-mario-world-2-yoshis-island/3030-2866/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364715-snes_yoshis_island.jpg,giantbomb
CAT-35431,5721,Jurassic Park,An action game to coincide with the release of the 1993 movie and the first game based on the franchise. Take control of Dr. Grant and attempt to escape Jurassic Park.,Limited Run Games; Ocean Software Ltd.,Jaleco Ltd.; Limited Run Games; Ocean Software Ltd.,https://www.giantbomb.com/jurassic-park/3030-5721/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363891-snes_jurassicpark.jpg,giantbomb
CAT-36843,7274,ActRaiser,ActRaiser is a hybrid of two genres: city-building and action platformer. The player takes control of the powerful entity known as the Master in his quest to rebuild civilization.,"Quintet Co., Ltd.",Enix Corporation; Square Enix,https://www.giantbomb.com/actraiser/3030-7274/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363111-snes_actraiser.jpg,giantbomb
CAT-19925,19944,Disney's Aladdin,"Disney's Aladdin was the title of several different games from different developers based on the classic Disney film, Aladdin. As the titular character, players venture through many levels inspired by events and locations in the movie.","Capcom; NMS Software Ltd.; SIMS; Virgin Interactive Entertainment, Inc.","Capcom; Sega; Virgin Interactive Entertainment, Inc.; iam8bit",https://www.giantbomb.com/disneys-aladdin/3030-19944/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2361667-nes_disneysaladdin_de.jpg,giantbomb
CAT-35514,10020,Batman Forever,Foil the plans of Two-Face and The Riddler as either Batman or Robin in this brawler based on the 1995 film of the same name.,Probe Entertainment,"Acclaim Entertainment, Inc.",https://www.giantbomb.com/batman-forever/3030-10020/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2369052-genesis_batmanforever_eu_cropped.jpg,giantbomb
CAT-19812,6029,Super Punch-Out!!,"The second home adaptation of Nintendo's Punch-Out!! series of boxing arcade games, pitting players against sixteen pugilists from around the world (each with their own variety of techniques, a lot of which are illegal).",Nintendo R&D3,Nintendo,https://www.giantbomb.com/super-punch-out/3030-6029/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364843-snes_superpunchout.jpg,giantbomb
CAT-26587,14108,Young Merlin,"A top-down action-adventure SNES game in which Merlin, as a young man, must save a fantasy kingdom from the Shadow King.","Westwood Studios, Inc.","Virgin Interactive Entertainment, Inc.",https://www.giantbomb.com/young-merlin/3030-14108/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364725-snes_youngmerlin_de.jpg,giantbomb
CAT-59637,11992,Super Bomberman,"Super Bomberman was the first Bomberman game to appear on the SNES, and the first game on that system to feature 4 player simultaneous play via the multitap.","Hudson Entertainment, Inc.","Hudson Entertainment, Inc.",https://www.giantbomb.com/super-bomberman/3030-11992/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364810-snes_superbomberman_au.jpg,giantbomb
CAT-01802,11061,Total Carnage,"A bloody arcade shooter developed by Midway Games, which follows the exploits of two soldiers out to kill General Akhboob.",Black Pearl Software; Midway Games,Malibu Games; Midway Games,https://www.giantbomb.com/total-carnage/3030-11061/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/2983195-box_tc.png,giantbomb
CAT-60534,6210,Populous,"Commonly cited as the founding title in the god game genre, Populous is a computer game from Bullfrog Productions in which the player is a deity that must help its followers become prosperous enough to overcoming rival deities and their followers.","Bullfrog Productions, Ltd.",Electronic Arts,https://www.giantbomb.com/populous/3030-6210/,https://www.giantbomb.com/a/uploads/scale_large/11/118253/2065327-populous_na_box_art.png,giantbomb
CAT-35628,35998,Feda: The Emblem of Justice,A turn-based strategy game developed by Max Entertainment and is considered Nintendo's answer to Sega's Shining Force. It was released in 1994 only in Japan for the Super Famicom and later remade on the Sega Saturn in 1996.,Max Entertainment,Yanoman Corporation,https://www.giantbomb.com/feda-the-emblem-of-justice/3030-35998/,https://www.giantbomb.com/a/uploads/scale_large/9/99138/1848253-feda_the_emblem_of_justice_cover.jpg,giantbomb
CAT-43017,2866,Super Mario World 2: Yoshi's Island,"A spin-off of the Super Mario platforming series, Yoshi's Island puts players in control of a tribe of Yoshies as they guide the infant Mario past the forces of the evil Kamek.",Nintendo EAD; SRD Co. Ltd.,Nintendo,https://www.giantbomb.com/super-mario-world-2-yoshis-island/3030-2866/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364715-snes_yoshis_island.jpg,giantbomb
CAT-26558,15126,NHL 95,The 4th game in the NHL hockey franchise from EA Sports. It was released for the 1994-1995 NHL season.,EA Sports; High Score Productions; Visual Concepts,Electronic Arts,https://www.giantbomb.com/nhl-95/3030-15126/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2371293-genesis_nhl95.jpg,giantbomb
CAT-24250,36333,GP-1,A motorcycle racing game based on the FIM World Championships circuit that was developed by Genki and published by Atlus for the SNES in 1993. It was followed by GP-1: Part II.,"Genki Co., Ltd.","Atlus U.S.A., Inc.",https://www.giantbomb.com/gp-1/3030-36333/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2102966-gp_1_snes.jpg,giantbomb
CAT-26604,1434,Mortal Kombat 3,"Set in a post-apocalyptic Earthrealm (invaded by Shao Kahn's army of Outworld), Mortal Kombat 3 is the third installment of one of the most violent fighting game franchises of all time.","Acclaim Studios Manchester; Acclaim Studios Salt Lake City; Midway Games; Williams Electronic Games, Inc.","Acclaim Entertainment, Inc.; GT Interactive Software Corp.; Midway Games; Softbank Corp.; Sony Interactive Entertainment America; Sony Interactive Entertainment Europe; Williams Electronic Games, Inc.",https://www.giantbomb.com/mortal-kombat-3/3030-1434/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/1338362-mk3_vert.png,giantbomb
CAT-00085,13828,Terranigma,An Action-RPG from Quintet and Enix about the resurrection of the world. Ark has to fix the mess he made and travels around the globe to take part in the most important events in the history of the planet.,"Quintet Co., Ltd.",Enix Corporation; Nintendo,https://www.giantbomb.com/terranigma/3030-13828/,https://www.giantbomb.com/a/uploads/scale_large/8/82063/2190016-terranigma_wlp1_1920x1200.jpg,giantbomb
CAT-40407,9441,Tiny Toon Adventures: Buster Busts Loose!,"Take the role of Buster Bunny from the animated series ""Tiny Toons"" in this crazy SNES action-platformer.",Konami,Konami,https://www.giantbomb.com/tiny-toon-adventures-buster-busts-loose/3030-9441/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364661-snes_tinytoonadventuresbusterbustsloose.jpg,giantbomb
CAT-20334,3680,Mighty Max,A 16-bit action platformer game based on the TV show of the same name which in turn was based on the toyline of the same name. Max's friends Bea and Felix are also playable characters.,WJS Design,Ocean Software Ltd.; Sony Electronic Publishing Ltd.,https://www.giantbomb.com/mighty-max/3030-3680/,https://www.giantbomb.com/a/uploads/scale_large/10/103881/2171053-cover.jpg,giantbomb
CAT-42349,20350,Micro Machines 2: Turbo Tournament,Micro Machines 2: Turbo tournament is the sequel to Micro Machines. It features a top down perspective in which you race tiny cars around familiar locations such as the breakfast table or the garden.,Codemasters; Supersonic Software Ltd.,Codemasters; Ocean Software Ltd.,https://www.giantbomb.com/micro-machines-2-turbo-tournament/3030-20350/,https://www.giantbomb.com/a/uploads/scale_large/0/9408/746012-micromachines2ttb.jpg,giantbomb
CAT-35420,46015,Dragon's Earth,A fantasy tactical strategy game for the Super Famicom from Human Entertainment.,"Human Entertainment, Inc.","Human Entertainment, Inc.",https://www.giantbomb.com/dragons-earth/3030-46015/,https://www.giantbomb.com/a/uploads/scale_large/2/23093/2620805-dragons_earth_sfc.jpg,giantbomb
CAT-23191,53407,Super Trump Collection,A compilation of seven card games for the Super Famicom.,,Bottom Up,https://www.giantbomb.com/super-trump-collection/3030-53407/,https://www.giantbomb.com/a/uploads/scale_large/2/23093/2842047-0745248973-30707.jpg,giantbomb
CAT-55869,6210,Populous,"Commonly cited as the founding title in the god game genre, Populous is a computer game from Bullfrog Productions in which the player is a deity that must help its followers become prosperous enough to overcoming rival deities and their followers.","Bullfrog Productions, Ltd.",Electronic Arts,https://www.giantbomb.com/populous/3030-6210/,https://www.giantbomb.com/a/uploads/scale_large/11/118253/2065327-populous_na_box_art.png,giantbomb
CAT-20281,37620,SimCity,"The fifth major installment of the SimCity franchise is a new take on the old city simulation formula. It features asynchronous multiplayer as well as Maxis' new Glassbox engine, allowing for real time customization and upgrading of buildings.",Maxis Software,Electronic Arts,https://www.giantbomb.com/simcity/3030-37620/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/2412945-box_simcity.png,giantbomb
CAT-26545,810,Parodius,"The arcade sequel to the original MSX Parodius, Parodius Da builds on its Gradius-style gameplay and its unique comical charm.",Konami,Konami; Palcom Software Ltd.,https://www.giantbomb.com/parodius/3030-810/,https://www.giantbomb.com/a/uploads/scale_large/2/23093/2890132-8500574255-29430.jpg,giantbomb
CAT-19922,30534,Disney's Beauty and the Beast,The official licensed game of the 1991 movie of the same name.,Probe Entertainment,"Hudson Entertainment, Inc.; Virgin Interactive Entertainment, Inc.",https://www.giantbomb.com/disneys-beauty-and-the-beast/3030-30534/,https://www.giantbomb.com/a/uploads/scale_large/1/14155/1688273-ex8skv807m.jpg,giantbomb
CAT-42653,13130,Tetris Attack,"One of the progenitors of the ""swap and match"" tile-based action-puzzle games, featuring either a Yoshi theme (for its international ""Tetris Attack"" release) or a cutesy fairy theme (for its Japanese ""Panel de Pon"" release).",Intelligent Systems; Nintendo R&D1,Nintendo,https://www.giantbomb.com/tetris-attack/3030-13130/,https://www.giantbomb.com/a/uploads/scale_large/0/7465/782521-tetris_attack_box_art.jpg,giantbomb
CAT-22935,46822,Dekitate High School,A combination school building sim and schoolgirl mentoring sim for the Super Famicom in 1995.,C-Lab,"Bullet-Proof Software, Inc.",https://www.giantbomb.com/dekitate-high-school/3030-46822/,https://www.giantbomb.com/a/uploads/scale_large/0/7135/2650901-dekitatehscover.jpg,giantbomb
CAT-60682,9146,Vortex,An experimental shape-shifting robot is humanity's last defense in this Super FX Chip-enhanced SNES mech shooter.,Argonaut Games,"Electro-Brain; Pack-In-Video Co., Ltd",https://www.giantbomb.com/vortex/3030-9146/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364695-snes_vortex.jpg,giantbomb
CAT-01830,15035,SimCity,The first installment in the highly acclaimed SimCity franchise by Maxis' Will Wright. The gameplay centers around developing and managing a city in a variety of scenarios using a combination of different zones and buildings.,Intelligent Systems; Maxis Software; Nintendo EAD,"Brøderbund Software, Inc.; Electronic Arts; Maxis Software; Nintendo; Superior Software",https://www.giantbomb.com/simcity/3030-15035/,https://www.giantbomb.com/a/uploads/scale_large/0/7622/643387-simcity.jpg,giantbomb
CAT-19869,6805,Tetris & Dr. Mario,"Two of the most popular Nintendo puzzle games, now together on the SNES!","Nintendo R&D1; TOSE Co., Ltd.",Nintendo,https://www.giantbomb.com/tetris-dr-mario/3030-6805/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364657-snes_tetrisanddrmario.jpg,giantbomb
CAT-69626,8292,Super Metroid,"Super Metroid is the third game in the Metroid series and the only Metroid game to be released on the Super Nintendo. It has become widely revered for its gameplay, atmosphere, and environmental storytelling, and continues to inspire many action-adventure games.",Intelligent Systems; Nintendo R&D1,Nintendo,https://www.giantbomb.com/super-metroid/3030-8292/,https://www.giantbomb.com/a/uploads/scale_large/8/82063/2831953-ps_wiiuvc_supermetroid.jpg,giantbomb
CAT-26981,18484,Killer Instinct,"Rare's signature fighting game, featuring heavy use of pre-rendered 3D graphics, a unique match format, a special multi-sequence combo system, and C-C-C-COMBO BREAKER","Code Mystics; Rare, Ltd.",Midway Games; Nintendo; Xbox Game Studios,https://www.giantbomb.com/killer-instinct/3030-18484/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/2575462-box_ki.png,giantbomb
CAT-01821,15775,Cutthroat Island,An action platformer based on the 1995 movie. Female pirate captain Morgan Adams attempts to beat her villainous uncle Dawg to the treasure of Cutthroat Island.,Acclaim Studios Manchester,"Acclaim Entertainment, Inc.",https://www.giantbomb.com/cutthroat-island/3030-15775/,https://www.giantbomb.com/a/uploads/scale_large/2/20737/761739-cutthroat_island_pal.jpg,giantbomb
CAT-69636,8292,Super Metroid,"Super Metroid is the third game in the Metroid series and the only Metroid game to be released on the Super Nintendo. It has become widely revered for its gameplay, atmosphere, and environmental storytelling, and continues to inspire many action-adventure games.",Intelligent Systems; Nintendo R&D1,Nintendo,https://www.giantbomb.com/super-metroid/3030-8292/,https://www.giantbomb.com/a/uploads/scale_large/8/82063/2831953-ps_wiiuvc_supermetroid.jpg,giantbomb
CAT-19768,20205,Bubsy in: Claws Encounters of the Furred Kind,A wise-cracking anthromorphic bobcat tries to stop enemy aliens from stealing Earth's supply of yarn balls in this 2D platformer by Accolade. What could paws-ibly go wrong?,"ATI Technologies, Inc.; Accolade, Inc.; Al Baker & Associates; Solid Software","Accolade, Inc.; Pack-In-Video Co., Ltd",https://www.giantbomb.com/bubsy-in-claws-encounters-of-the-furred-kind/3030-20205/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2369765-genesis_bubsy.jpg,giantbomb
CAT-26555,16760,Ghoul Patrol,The 1994 sequel to LucasArts' Zombies Ate My Neighbors. Join Zeke and Julie once again as another horrible evil is unleashed upon their town.,LucasArts Entertainment Company LLC,"JVC Musical Industries, Inc.; Victor Entertainment",https://www.giantbomb.com/ghoul-patrol/3030-16760/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363850-snes_ghoulpatrol_eu.jpg,giantbomb
CAT-24310,30673,Tetris Battle Gaiden,"A multiplayer focused ""puzzle battle"" variant on the popular Tetris, released only in Japan.","Bullet-Proof Software, Inc.","Bullet-Proof Software, Inc.",https://www.giantbomb.com/tetris-battle-gaiden/3030-30673/,https://www.giantbomb.com/a/uploads/scale_large/4/43718/1324621-580018_20343_front.jpg,giantbomb
CAT-19875,9316,Kirby's Dream Course,Kirby's Dream Course is a mini-golf simulator with a unique Kirby twist. It was released by HAL Laboratory for the SNES and later became available in the Wii Shop's Virtual Console.,"HAL Laboratory, Inc.",Nintendo,https://www.giantbomb.com/kirbys-dream-course/3030-9316/,https://www.giantbomb.com/a/uploads/scale_large/15/150022/2585694-kirby%27s%20dream%20course.jpg,giantbomb
CAT-09207,46746,Fortune Quest: Dice o Korogase,"A Super Famicom fantasy virtual board-game that is similar to Asmik's Dokapon Kingdom series. Instead of RPG battles, the player must fight monsters via janken (rock-scissors-paper).",Natsume,Zamuse,https://www.giantbomb.com/fortune-quest-dice-o-korogase/3030-46746/,https://www.giantbomb.com/a/uploads/scale_large/0/7135/2649064-fortunequestsfc.jpg,giantbomb
CAT-34419,14982,Kid Klown in Crazy Chase,The klutziest clown Kid Klown must rescue the princess of Klown Planet from the villainous and bomb-happy Blackjack in a series of trap-filled chase levels.,Kemco,Kemco,https://www.giantbomb.com/kid-klown-in-crazy-chase/3030-14982/,https://www.giantbomb.com/a/uploads/scale_large/0/7900/266872-kid_klown.jpg,giantbomb
CAT-23923,20654,Doom,"In a world with health regeneration and cover-based systems, one of the longest-running first-person shooter series returns to its brutal, fast-paced roots.",Bethesda Game Studios Austin; Certain Affinity; Escalation Studios; Panic Button; id Software,Bethesda Softworks; Zenimax Media Inc,https://www.giantbomb.com/doom/3030-20654/,https://www.giantbomb.com/a/uploads/scale_large/8/82063/2849529-doom.jpg,giantbomb
CAT-35471,37841,Acrobat Mission,A vertically-scrolling shoot 'em up released for the Super Famicom in 1992.,"Micronics; UPL Co., Ltd","Teichiku Co., LTD.",https://www.giantbomb.com/acrobat-mission/3030-37841/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2343304-acrobat_mission.jpg,giantbomb
CAT-20313,11207,FIFA 98: Road to World Cup,"FIFA 98: Road to World Cup is a multiplatform instalment of the popular soccer video game series, allowing players to relive moments from the 1998 FIFA World Cup.",EA Canada; Extended Play Productions,Electronic Arts,https://www.giantbomb.com/fifa-98-road-to-world-cup/3030-11207/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/2266513-box_fifa98.png,giantbomb
CAT-01842,10622,The Incredible Hulk,Dr. Bruce Banner's green alter-ego rampages across various levels in search of his nemesis Leader in this 16-bit side-scrolling brawler game.,Probe Entertainment,U.S. Gold Ltd.,https://www.giantbomb.com/the-incredible-hulk/3030-10622/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2370653-genesis_theincrediblehulk.jpg,giantbomb
CAT-42853,15035,SimCity,The first installment in the highly acclaimed SimCity franchise by Maxis' Will Wright. The gameplay centers around developing and managing a city in a variety of scenarios using a combination of different zones and buildings.,Intelligent Systems; Maxis Software; Nintendo EAD,"Brøderbund Software, Inc.; Electronic Arts; Maxis Software; Nintendo; Superior Software",https://www.giantbomb.com/simcity/3030-15035/,https://www.giantbomb.com/a/uploads/scale_large/0/7622/643387-simcity.jpg,giantbomb
CAT-09311,11461,Nekketsu Tairiku: Burning Heroes,A scenario-based RPG developed by J-Force and published by Enix that tells a story from the vantage point of eight different playable heroes.,J-Force,Enix Corporation,https://www.giantbomb.com/nekketsu-tairiku-burning-heroes/3030-11461/,https://www.giantbomb.com/a/uploads/scale_large/9/97089/2337307-burn.png,giantbomb
CAT-19856,45818,American Bass Challenge,A challenging simulation take on virtual fishing,Starfish,Starfish; Ubisoft Entertainment,https://www.giantbomb.com/american-bass-challenge/3030-45818/,https://www.giantbomb.com/a/uploads/scale_large/4/45816/2614419-0250.jpg,giantbomb
CAT-19932,7450,Super Ghouls 'N Ghosts,The third game in the classic Ghosts 'n Goblins series sees the valiant knight Arthur once again embarking on a brutally difficult quest to rescue his beloved from demonic forces.,Capcom,Capcom,https://www.giantbomb.com/super-ghouls-n-ghosts/3030-7450/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364818-snes_superghoulsnghosts.jpg,giantbomb
CAT-55774,37604,Zico Soccer,"Japan-exclusive soccer management game released in 1994 by Electronic Arts Victor. Endorsed by Zico, a famous Brazilian soccer player.",Electronic Arts Victor,Electronic Arts Victor,https://www.giantbomb.com/zico-soccer/3030-37604/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2137677-zico_soccer_sfc.jpg,giantbomb
CAT-37220,10486,Fighter's History,Nine martial artists from around the world compete in a tournament in Data East's first fighting game since the genre's Street Fighter II boom. It is best known for being the subject in a lawsuit due to its similarities with Street Fighter II.,Data East Corporation,Data East Corporation; Flying Tiger Entertainment,https://www.giantbomb.com/fighters-history/3030-10486/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/1404643-13004401.jpg,giantbomb
CAT-01800,8498,The Blues Brothers,Take control of either Jake or Elwood in this platformer.,"Titus Interactive, S.A.","Titus Interactive, S.A.",https://www.giantbomb.com/the-blues-brothers/3030-8498/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2361180-nes_bluesbrothers.jpg,giantbomb
CAT-35384,38768,Super Mahjong Taikai,Released in 1992 for the Super Famicom and Turbo CD.,Chat Noir; Koei,Koei,https://www.giantbomb.com/super-mahjong-taikai/3030-38768/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2242606-super_mahjong_taikai.jpg,giantbomb
CAT-20394,11443,Super Castlevania IV,"An enhanced recreation of the original Castlevania, retelling Simon Belmont's crusade against Dracula with new levels, content, and gameplay elements.",Konami,Konami,https://www.giantbomb.com/super-castlevania-iv/3030-11443/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/1773386-box_scv4.png,giantbomb
CAT-00088,7274,ActRaiser,ActRaiser is a hybrid of two genres: city-building and action platformer. The player takes control of the powerful entity known as the Master in his quest to rebuild civilization.,"Quintet Co., Ltd.",Enix Corporation; Square Enix,https://www.giantbomb.com/actraiser/3030-7274/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363111-snes_actraiser.jpg,giantbomb
CAT-21717,16760,Ghoul Patrol,The 1994 sequel to LucasArts' Zombies Ate My Neighbors. Join Zeke and Julie once again as another horrible evil is unleashed upon their town.,LucasArts Entertainment Company LLC,"JVC Musical Industries, Inc.; Victor Entertainment",https://www.giantbomb.com/ghoul-patrol/3030-16760/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363850-snes_ghoulpatrol_eu.jpg,giantbomb
CAT-19796,7326,Doom,"In one of the most revolutionary first-person shooters of the 1990s, players control the last remaining space marine in the demon-infested stations on Mars' moons.","David A. Palmer Productions; Infinity Co., Ltd.; Nerve Software, LLC; Zenimax Media Inc; id Software",Bethesda Softworks; Softbank Corp.; id Software,https://www.giantbomb.com/doom/3030-7326/,https://www.giantbomb.com/a/uploads/scale_large/16/164924/3118940-2800078642-72175.jpg,giantbomb
CAT-23132,15117,Bahamut Lagoon,"A tactical turn-based strategy game with battles on a grid-based map. Once two units meet in battle, the combat system follows the familiar turn-based structure.",Squaresoft,Square Enix; Squaresoft,https://www.giantbomb.com/bahamut-lagoon/3030-15117/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363646-snes_bahamutlagoon_jp.jpg,giantbomb
CAT-79719,19337,Aero the Acro-Bat,"Aero the Acro-bat's gameplay consists of simple platforming elements in which Aero, a red bat, that lives in a circus, must defend it from Edgar Ektor.",Acclaim Studios Austin; Atomic Planet Entertainment Limited,"Metro3D, Inc.; Ratalaika Games S.L.; Shinyuden; Sunsoft",https://www.giantbomb.com/aero-the-acro-bat/3030-19337/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363122-snes_aerotheacrobat.jpg,giantbomb
CAT-35451,14727,Pilotwings,A first-party flight simulation game for SNES featuring a variety of aerial vehicles and challenges.,Nintendo EAD,Nintendo,https://www.giantbomb.com/pilotwings/3030-14727/,https://www.giantbomb.com/a/uploads/scale_large/8/82063/2832012-pilotwings.jpg,giantbomb
CAT-19876,3826,WWF Super Wrestlemania,A wrestling game based on WWF (now WWE) and the first of the LJN-trilogy of WWF games in the 16-bit era.,"Acclaim Entertainment, Inc.; Acclaim Studios Salt Lake City","Acclaim Entertainment, Inc.; Flying Edge; LJN",https://www.giantbomb.com/wwf-super-wrestlemania/3030-3826/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2389669-genesis_wwfsuperwrestlemania.jpg,giantbomb
CAT-59694,6052,Front Mission,"The first video game entry in the Front Mission franchise. Wanzer forces from the USN and OCU clash over Huffman Island, with the protagonist Royd Clive caught in the middle.",G-Craft,Square Enix; Squaresoft,https://www.giantbomb.com/front-mission/3030-6052/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363838-snes_frontmission_jp.jpg,giantbomb
CAT-42918,11443,Super Castlevania IV,"An enhanced recreation of the original Castlevania, retelling Simon Belmont's crusade against Dracula with new levels, content, and gameplay elements.",Konami,Konami,https://www.giantbomb.com/super-castlevania-iv/3030-11443/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/1773386-box_scv4.png,giantbomb
CAT-68906,9146,Vortex,An experimental shape-shifting robot is humanity's last defense in this Super FX Chip-enhanced SNES mech shooter.,Argonaut Games,"Electro-Brain; Pack-In-Video Co., Ltd",https://www.giantbomb.com/vortex/3030-9146/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364695-snes_vortex.jpg,giantbomb
CAT-23243,28337,Marmalade Boy,Dating game developed by Kuusou Kagaku in 1995.,Kuusou Kagaku,"Bandai Co., Ltd.",https://www.giantbomb.com/marmalade-boy/3030-28337/,https://www.giantbomb.com/a/uploads/scale_large/10/103881/1743821-mb1.jpg,giantbomb
CAT-19872,13849,Equinox,"An isometric platforming game, and the sequel to Solstice. It features a series of progressively harder dungeons, as well as a number of weapons and spells that the player can use against their foes.",Acclaim Studios Manchester,"989 Studios; Sony Music Entertainment (Japan), Inc.",https://www.giantbomb.com/equinox/3030-13849/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363813-snes_equinox_eu.jpg,giantbomb
CAT-08988,17398,Super Pinball: Behind the Mask,"The first of two Super Pinball games released on the Super Nintendo, this game has three different pinball tables.","KAZe Co., Ltd.",Meldac of Japan; Nintendo,https://www.giantbomb.com/super-pinball-behind-the-mask/3030-17398/,https://www.giantbomb.com/a/uploads/scale_large/0/7465/1743736-588745_85683_front.jpg,giantbomb
